9419 27044
2143 1491 -307
6946 2169 749
2208 1363 -756
6950 5114 363
5848 3025 -383
5267 4415 -971
3985 8236 -722
4943 6897 -585
2125 1458 785
2529 6395 -517
4468 5622 310
677 3902 644
1415 6050 458
2465 5989 35
3290 2280 172
531 7467 367
8917 2448 367
3151 6955 663
6564 8225 234
2198 1342 204
5392 8446 168
3291 6291 -99
4769 5444 508
6041 4857 -341
7869 5119 643
5091 3964 -657
6891 1021 982
828 173 76
315 3011 499
950 6261 854
2578 4082 -789
5056 6050 -518
9189 9197 767
7452 3371 970
8623 600 -403
8955 4517 -208
5277 6985 -120
1310 1352 669
935 8853 -57
4894 6070 -276
749 5827 -197
1544 8995 -295
2762 4417 -711
6125 5744 -471
2328 6186 -214
6925 6085 -637
6432 891 630
7121 2762 -510
1316 5030 -673
513 5488 -811
8628 8325 422
1614 1148 -395
4841 358 838
5111 1000 -150
7461 6684 917
1975 7668 -416
132 3610 -222
2645 4236 968
48 1587 -51
524 3766 499
3507 9011 316
5718 1284 162
5971 717 192
337 3489 -471
6754 1691 -621
8929 3161 772
8395 7052 439
6446 3670 367
1527 3515 -877
4677 9201 -689
6386 5084 -321
6471 2453 253
9135 5969 -229
123 3058 -667
8957 2415 -124
391 7755 444
7869 9268 154
4218 5 268
9010 3811 -16
3820 440 848
9287 6321 192
8504 2737 553
3168 2903 -39
7900 8602 96
4431 7866 -124
4503 6492 89
2006 3747 461
9082 9104 937
2331 6574 597
6195 5124 -757
7182 4190 170
7232 3566 606
8899 1749 931
4598 4557 205
4249 240 -826
250 3580 -523
2156 2327 246
4619 8351 -548
6433 5104 722
865 2517 104
2668 652 -887
8305 3184 -376
623 2825 789
1522 1393 116
9083 6552 998
3191 2294 -442
4433 1571 931
1799 3921 972
6813 1936 -213
1494 1619 -869
5598 1054 -6
9251 8626 253
3149 6565 -525
2030 1548 326
7786 2314 -71
2836 7445 -119
3029 1911 -674
1592 1474 527
5154 2995 -359
1852 7497 -900
3559 7833 481
574 6311 177
9042 59 604
5863 2896 -985
529 1349 132
1697 3537 711
487 1535 943
4167 8160 236
269 6846 748
551 3836 -610
45 5206 129
8575 7797 -216
8168 7383 -151
4210 1736 229
410 5134 -263
4605 3409 -184
7092 1800 -358
7246 252 -830
1961 1786 684
2550 7484 238
6539 3161 -838
8574 2757 386
8448 7437 -920
1279 3854 709
8476 2571 404
8173 7819 -461
4379 3802 -76
5639 3343 -657
4973 4318 963
5680 2270 -595
186 7197 -56
4910 9315 645
2110 4071 935
1493 2743 860
900 3666 14
6070 3471 -538
6881 230 288
4811 5216 443
3840 8861 284
9166 5182 191
4304 1960 -163
211 3944 173
1999 3004 30
4042 7310 149
2021 5114 -924
2635 6642 405
546 5182 719
129 203 -167
464 5265 -1000
4413 4942 551
2756 6440 -347
2828 6796 99
7251 21 -898
6284 3323 930
4478 8835 363
2192 4461 -692
5667 2902 242
36 7637 -697
8341 3402 50
2703 5971 463
2109 7909 -61
781 8510 399
7324 1336 48
5565 32 404
787 6211 -439
9399 6007 -117
9398 194 -368
9382 4277 758
3816 7178 -974
7872 181 674
3167 796 124
5325 3201 -482
187 5423 845
6813 2685 -562
2791 6170 547
3903 4837 -705
867 3809 154
240 3433 806
7390 6862 416
4941 5631 103
324 208 288
4558 7849 -741
8306 1793 -518
4310 704 117
4273 7005 -785
1540 972 952
3151 3202 -261
6089 4192 -410
2271 3652 -192
5484 7612 805
6235 5646 -839
9129 860 -612
8847 8267 318
492 1092 -195
933 7813 -983
9132 180 467
1585 6951 -912
620 3638 866
4753 3605 509
8281 4521 78
9064 2701 -257
7034 8520 -635
9056 5292 -808
7869 242 310
7128 1843 233
2575 1969 996
157 2794 678
2224 8828 -67
895 5275 -168
1864 7512 -636
3637 6312 616
8064 779 288
8244 2645 640
5359 1437 -881
4467 1795 378
7310 5625 -300
7399 8490 906
179 2303 -937
5923 2006 123
3519 4957 -713
3998 644 -214
4709 8040 -101
4720 845 -718
2250 7386 958
6867 78 -367
3804 5919 -412
3126 5079 -392
6295 7207 308
5835 8851 238
103 3458 928
1988 1679 -187
4695 9120 -575
788 8087 -485
212 248 7
2506 3473 -363
2843 1252 -946
4089 4328 141
2402 8789 537
1738 818 -720
7437 7016 -403
6208 7953 489
7371 1418 -637
1157 1433 -699
5133 1743 -579
2015 1591 488
7751 3609 -667
7618 6893 860
6888 8061 893
1502 7717 -642
6044 1421 447
703 7603 311
9226 1977 -7
5115 2491 -84
58 3222 -741
8005 8478 946
1849 9000 802
761 6893 41
8319 3315 234
4570 8891 983
8464 797 -6
5671 8175 157
7307 4053 858
755 1030 590
9287 5500 -392
2281 2799 576
5562 8062 -731
8354 7842 866
3557 3937 949
1820 675 -871
7065 5081 -959
6853 3231 -198
8934 957 -863
4663 8449 -921
6872 3493 -224
8605 6966 -857
3553 2544 -826
7853 6886 773
947 3498 167
1229 7991 -635
6527 8759 -456
6836 2621 -321
8274 2063 380
4502 8175 -270
1093 3352 -36
9210 3731 232
6812 5156 -301
6454 9215 781
7449 399 698
2775 1095 214
1669 9282 144
138 3708 -549
3196 2608 -687
7662 7065 -350
6090 5735 95
7389 2255 537
6036 5920 -92
4181 993 -944
4366 651 951
4133 3460 196
3057 548 -116
8356 7137 -300
8829 8196 377
1508 4187 940
7503 3737 -264
1654 2767 594
4137 9385 752
3821 3956 356
1069 3101 102
60 738 44
5926 6906 315
6037 3825 -537
3424 2594 105
3486 4438 816
8829 7829 353
2680 9087 -392
7582 7116 -842
7770 287 794
8756 1123 -847
7490 1772 13
4366 197 -338
8046 2285 309
265 5068 297
3928 3831 -786
8840 7999 -568
7416 6886 88
7698 7183 -389
4055 625 453
5700 2790 -424
6223 7796 -825
5203 4006 -758
6715 74 -655
1289 3851 -300
4291 7734 45
4837 4107 -795
5402 4390 673
5910 1892 -648
5352 3718 227
281 8702 -392
5679 8104 -706
4185 7301 -515
9302 630 -883
2154 2313 -986
2628 1526 226
5794 5377 -951
6255 2591 908
6653 3639 507
5845 6400 -297
639 7889 -373
1308 4663 -813
5528 4903 995
1463 2508 737
8447 308 -12
3498 2602 -7
41 8692 374
6976 1082 -778
748 2409 202
3349 220 107
700 5217 -116
5401 5960 -643
2854 5632 -878
3605 9327 554
5926 7839 -726
3318 8160 948
6667 4070 337
3004 5722 672
6695 3001 847
1504 2602 -833
6883 4426 -937
3940 4720 534
1001 7525 -107
6156 6689 57
1254 4680 -841
5477 3635 62
5941 9364 -926
2790 1614 -809
5893 6303 -506
8260 2615 -467
2605 7907 633
4204 5138 436
8495 2004 482
1788 2981 -193
7638 3551 -433
1329 2049 -691
8742 1645 -952
1133 1159 187
3767 3764 201
9214 5975 -663
3258 2959 -449
3323 7638 315
2337 2135 -474
1502 202 155
2916 7670 -126
1939 7009 471
876 7226 -807
5507 979 -498
1724 3977 -967
944 7715 381
882 4696 -357
7363 6839 582
7936 1960 -480
5956 7201 -79
7922 4567 -172
2830 6787 -269
6790 6194 -225
7442 3856 299
3249 4452 885
1739 5803 334
1732 5751 880
6354 7264 874
1950 1830 -417
3448 2699 -471
590 4308 413
9179 567 -282
7872 4635 325
548 1730 808
6696 1044 -842
3764 7785 -743
8089 2993 -910
4911 2292 -190
7032 349 658
8973 3116 -621
3682 6176 417
1025 3694 606
742 665 83
9237 3064 -137
6266 4507 512
8852 7236 -822
8856 6465 703
6575 1617 -1
5617 285 33
7908 8511 323
2096 7629 244
5451 8260 879
4373 5787 -221
1167 7936 390
9342 2228 755
5902 3075 105
5085 6248 460
7616 8367 525
4951 1476 -426
3558 3153 -306
6215 2504 -541
6551 5267 37
7722 4280 513
4188 6282 350
4316 3445 90
1891 2692 813
6182 2472 -970
631 2077 730
8148 9380 -88
7586 6266 -483
1041 4502 617
8681 7474 -890
2543 9037 780
5246 6791 516
4425 7824 403
5076 7787 -1000
1209 1068 17
3666 1135 886
537 3924 -789
8719 5625 732
5374 6104 -511
2535 5096 -661
767 3546 216
5183 7863 -359
7754 5771 -231
4724 6932 508
5110 2056 -150
1037 3355 -6
2340 1857 994
5110 4271 781
6790 7929 -651
8152 3628 -623
1758 1412 381
2310 364 497
1575 5739 -352
5221 5249 455
370 2161 -594
5623 4596 847
375 7042 864
2891 6047 729
4946 2528 351
4119 4099 244
8005 6181 -508
257 5470 664
7118 7215 762
9374 2986 986
8046 925 -100
3664 1003 695
6061 7054 812
2384 2548 68
9246 4062 483
7783 2823 812
3610 1388 219
1026 7351 471
4268 6765 293
9072 5409 -364
2493 9124 635
7040 209 995
4003 6286 -144
7098 5040 -378
3342 4815 685
2177 3291 553
479 5342 615
3554 9357 -698
6700 8729 927
3211 9337 973
9147 7974 -946
4424 7924 610
6683 3922 -798
2756 207 -242
8414 9203 -551
6308 4561 836
5808 8420 200
8966 2860 474
1761 9137 608
2488 7004 331
5672 930 558
8545 4901 323
6716 8469 804
4642 2068 839
7664 3225 776
2142 1425 966
3707 6822 -582
7145 3650 -645
3459 8400 391
3468 704 440
1939 7308 54
2674 8569 -745
3205 4389 153
3018 2147 698
3262 1263 30
8486 855 57
6684 4828 -315
6789 467 -233
5386 2965 -661
6160 5454 450
131 7417 -919
3308 8840 -32
7134 7752 173
4153 7938 -853
8407 8591 268
6823 2686 533
7937 2025 -132
7814 2044 488
6070 2736 -34
9094 2228 -316
5301 160 -986
1438 4238 268
6864 4839 -595
743 8509 -117
21 2718 806
5125 3132 553
9076 8491 351
5738 1504 458
4197 1843 -715
7731 8047 -860
2020 7357 262
3375 1657 -321
7665 4148 -417
703 4718 -184
842 8071 377
9075 4469 -964
6333 3033 315
8678 4831 -263
8992 44 858
608 4511 198
8086 5960 386
7484 7439 -1000
6002 8244 1
6242 831 335
8056 4469 -638
1624 6 791
2126 1845 329
3623 314 -601
4590 8899 -117
12 4140 438
2517 4683 -139
1628 4828 -962
556 7188 -944
9390 8981 984
2646 5672 913
7112 9161 130
3065 4538 519
9368 2940 -819
452 3103 -252
2520 6783 -602
3537 4101 -865
1827 334 935
5392 7207 -274
8401 511 -956
488 6305 490
5927 4300 -735
7598 895 -399
8869 8934 706
5378 7171 -687
3432 2482 678
2517 2205 -243
2412 897 429
4724 2883 267
3907 8767 -951
4252 2879 -494
2016 6199 -449
7193 5788 -452
2022 8500 467
5281 5803 -178
4370 8665 -236
6598 9118 -764
7380 5627 651
1415 9118 -136
8409 3115 -343
7660 3166 595
7851 2577 674
8258 8451 877
4986 64 -995
4261 5580 -562
1963 3218 -600
8258 7550 -212
5063 4037 -64
5139 6484 -793
6504 4528 647
8961 5736 511
7135 1854 382
5410 5031 516
5700 2712 -737
7541 2943 53
3713 4139 293
2776 2838 347
9385 3286 409
2505 4320 107
3903 5358 43
4012 658 -361
1189 2615 585
7730 843 185
2159 7007 700
8084 4513 877
451 4209 -536
3063 2444 -241
8998 5348 698
2174 3053 -166
2266 6755 894
188 6466 -740
7332 1720 761
1660 5304 -227
8440 7433 11
1467 5022 317
4662 1706 -223
1280 6674 -916
7287 2431 -768
4015 8536 -819
2698 6081 -548
2560 1516 -969
7807 928 -670
4832 2659 -40
3655 5018 -733
6300 7242 120
721 38 55
3524 8279 151
8660 8906 -942
3148 955 -760
5621 3860 230
5979 5116 543
1479 6287 -71
2921 2668 767
4838 6871 952
3180 8787 -436
4437 1547 -993
7104 2125 -312
7811 8491 727
8706 279 676
2809 2609 -152
3465 4967 20
2384 773 -492
3220 8252 -703
8844 1267 -50
8820 2944 -691
7010 2269 -136
76 8143 742
6843 5637 -832
6044 7973 664
2229 148 -139
2173 293 733
5923 9393 -128
2124 3092 -54
998 8825 859
7787 4405 -947
1540 8570 687
6070 7376 497
2097 5861 -39
5064 3209 -105
5466 8300 -409
3995 7276 -612
5705 4456 214
2722 8837 164
3309 7177 -295
4151 5456 900
1186 2643 -262
9146 1392 -425
7288 2544 -842
4269 6027 902
5178 6699 -608
4185 5015 -606
8831 6524 704
7806 7294 388
6888 1544 17
104 6347 547
1756 1783 -309
8265 131 -752
6812 1569 -646
3608 5835 -662
1192 6111 203
6390 1232 -891
5785 3463 585
2366 870 -114
521 4704 112
5528 721 599
1825 4625 515
2057 2277 686
8398 2092 -115
4201 7850 -106
2987 4610 -961
2535 6785 -48
6407 1226 929
5178 2875 321
4983 6654 742
3961 5472 280
1669 3887 -144
3156 3266 9
2355 2186 251
9318 5728 -239
4607 6896 639
5074 5531 275
4018 1441 426
3266 6558 580
2928 1080 454
221 2382 -376
4936 4530 87
5885 5634 -905
7029 7516 -129
5982 1643 734
4028 5842 429
4782 9349 -498
7553 8942 -883
2264 6522 229
9019 2596 166
2504 5192 -294
7499 4808 361
84 7599 333
3588 6391 486
7206 3988 609
1794 2268 363
4927 7845 551
5066 3615 87
432 5135 621
4585 7228 -234
5028 3234 34
5501 369 38
1082 5134 -87
7029 5675 110
5204 8742 626
6473 753 956
465 7631 724
8308 992 491
340 5915 -216
4890 3461 -881
3205 8432 -163
762 5338 -957
5409 1859 -198
5292 3857 12
3387 3650 68
1473 4153 -357
7005 4775 -88
1726 3055 -418
4154 7711 8
8040 3434 661
1895 7047 931
8424 7332 34
4188 538 972
4810 1486 317
9265 5160 -340
9383 1101 -955
7873 2303 939
9376 150 128
2633 7355 44
2795 1066 118
2223 4110 -559
3361 8049 -2
8897 823 -156
1219 2030 695
1625 6898 -354
4554 5650 783
5331 2318 -417
4568 107 983
6085 8197 -294
4519 6618 644
1701 2212 693
5629 2601 347
4991 2334 433
2733 8712 -97
4304 2784 919
3113 2978 121
4937 2894 838
4373 7395 264
1543 9402 -227
540 4662 184
9346 6211 -61
2174 5710 -410
7619 6038 -270
4283 4133 0
7538 8727 753
7454 4498 152
1698 7332 -59
8270 5099 -123
3927 5351 -741
1863 412 -585
8093 7685 291
7783 7210 833
8459 6323 -183
8690 5393 911
474 9388 628
3631 3919 912
3134 2692 645
6900 2508 377
3416 3119 -680
4760 2322 -939
49 1346 925
1256 2987 112
8742 1737 569
6313 1120 -315
6312 7431 -824
5031 3330 619
1273 4208 -956
3459 6701 -352
8014 2647 -174
7374 6864 -230
5364 2636 894
8823 8396 1
6566 6377 579
6309 1068 254
9210 4907 -674
626 1286 -937
83 4742 842
4269 7234 399
1089 8134 -819
5247 1700 680
6162 5264 754
6546 8983 222
2905 7127 -686
4500 8788 498
201 8396 153
1273 4035 -851
1158 315 -105
5099 5275 -990
4510 3261 -632
4894 5300 -129
5749 9326 638
4352 686 -473
5818 8259 371
4307 4250 838
666 2234 744
2329 2025 -161
7715 4180 380
8338 3235 542
1892 7533 -481
1784 4398 -959
6694 3597 188
1807 823 183
8782 2733 -690
8030 6756 459
6449 70 -535
2757 3688 -206
1703 3872 678
475 8817 -922
4918 7559 -376
8410 7863 203
8408 1570 307
3146 8562 735
3332 810 -415
7995 3487 372
6379 1923 -950
2512 8683 -254
6685 4146 -425
1065 994 -358
1362 2278 -205
5654 3206 423
6221 8215 -284
3307 8646 22
8031 4222 -505
6081 6396 -787
6829 1815 -715
1502 5759 165
422 7953 -214
9060 2152 -611
9293 1488 -887
6234 8504 167
4317 5680 609
2344 4234 -452
7936 2181 -211
1432 1599 -858
4218 976 375
8204 3127 -493
3230 1995 10
5919 6293 -326
7786 1518 203
6257 151 -1000
6339 2376 864
7878 4524 2
3073 1257 -172
1493 7578 383
8205 6551 -857
1055 1222 -403
1155 6452 20
4693 5773 485
1517 9321 630
3594 7392 303
8671 680 -637
7001 465 291
4498 450 -79
3399 1893 918
5951 7714 110
367 5307 896
6215 3005 -87
4840 6088 222
3200 757 -974
2553 99 53
7108 1180 884
6292 2518 -134
8445 3852 -773
4102 11 -950
4591 9027 -834
632 4504 -739
543 5911 601
4248 5232 -558
337 6259 573
4085 9069 -609
6193 1431 -784
1824 4070 839
854 3781 -948
2030 1617 -536
2688 3869 -725
1738 4034 101
8565 7950 275
3170 4652 -461
6097 6094 621
3622 5527 -868
5445 8000 -998
6373 3535 776
1892 3099 925
8180 44 799
3602 4580 -206
2760 8231 335
2751 5560 22
2683 8787 -687
7487 6920 -175
5015 3424 296
7944 5924 -864
458 7649 -914
9291 7896 774
5824 3076 588
3738 9387 -13
7737 6297 -611
1772 3101 928
2265 874 -784
4283 1775 -285
2431 7785 -670
8679 29 -182
3352 7566 951
8383 3211 -122
7034 6606 -941
4233 8420 93
5115 9051 -483
6270 4393 -780
5477 2950 984
4172 3699 920
1627 4241 890
829 861 244
1153 3630 534
6230 318 637
4627 1921 578
3032 8151 -229
9117 2711 423
7772 158 569
1842 7064 -13
6033 9011 -946
9363 6869 147
3674 3091 -902
2222 6590 -803
2165 3150 -107
4202 7736 911
3786 6358 911
596 7719 846
9197 4550 866
6464 4183 -10
1179 865 524
5644 1065 116
6894 228 412
43 3918 -516
6981 2387 -361
3355 4745 381
1595 1687 794
2309 9209 424
4765 1866 974
7795 9379 440
8096 5644 989
4831 8105 727
8269 1391 903
5433 5809 686
4398 560 -395
8297 5526 -385
2964 1331 -577
6672 3773 764
702 7812 262
9404 1349 -374
3660 9127 -146
3952 5400 -667
567 147 266
3256 7922 -105
1635 8916 752
3315 8355 -410
946 5464 659
832 5492 671
9023 7777 -988
2306 6689 939
6604 5535 222
6948 414 122
5789 8497 -528
1241 99 -357
3284 772 -714
1568 6763 -75
6729 1565 -797
378 7996 -801
7404 6578 -240
2600 7457 -220
952 1953 -62
3012 36 -345
4068 7928 -411
609 2303 -138
1575 8537 240
5375 8720 -882
7568 3642 -423
7054 961 836
7249 5949 -190
1992 3947 -660
5547 6899 -130
1128 9160 -131
2646 9250 -710
7725 5613 285
7286 4691 489
355 4567 -987
855 8083 -424
4148 4294 -202
4089 2632 -885
5835 7870 507
4005 1672 804
3107 2261 925
5799 3466 649
6603 6342 44
7431 7849 275
1867 8110 691
4142 2402 -363
7887 8165 619
4345 1801 -94
3299 5788 -865
1873 9160 -328
6090 7758 -559
4288 7575 483
4375 2335 762
951 8506 -834
8357 787 423
1524 4963 131
6241 4130 -677
1895 2180 542
1742 5105 294
1464 22 926
3346 3584 -705
8748 7609 605
1124 5398 -26
7086 620 412
4530 4843 -740
6362 727 224
491 715 -159
7593 7871 -322
6031 5070 468
4397 1751 -900
9082 1956 -699
3600 8568 -391
5408 6583 614
1286 3367 844
1997 7107 -790
389 4339 547
1734 8391 842
4413 3167 -55
7237 3205 -358
2389 3561 -753
3462 1450 453
7996 4807 -464
2666 5527 594
9009 4769 -41
3455 6643 768
5756 4511 -82
9361 2612 701
6298 4917 970
5318 8313 -513
6771 3906 568
378 7249 -482
8991 5309 -566
281 6305 -461
5075 6518 654
2201 6043 -573
8603 3875 866
1574 7762 -384
6855 9166 -376
2490 2185 -384
8709 2601 78
3175 6399 974
5626 8744 586
5209 6693 -688
838 3671 79
7097 336 -893
5959 7738 624
8033 8718 766
7022 742 427
4469 5024 -39
2491 4861 -930
1146 36 -408
5068 426 386
9359 3756 326
1566 1574 -814
8199 7783 -714
8899 6484 -259
5941 6938 329
3250 5427 8
327 1648 991
2279 6504 -371
9352 2557 480
3051 4986 -534
8836 807 115
2204 4388 -833
2143 3221 962
6161 390 862
3744 6670 464
4341 7451 951
2458 588 -595
8743 5355 590
8772 7677 916
2577 501 -962
9374 1365 615
4800 4730 8
7029 3115 -706
3128 6847 946
3661 7024 -172
6083 8558 -56
8266 3691 241
7410 5589 -266
8374 3291 319
3646 5480 484
2327 1569 544
956 6572 669
7994 2114 -902
6999 5383 -892
6101 2472 -935
3578 966 -756
4293 565 602
7590 1886 -850
6325 5964 -466
4419 6334 443
8398 8078 313
8001 5483 566
4821 510 -337
2224 2742 -540
3936 3023 166
4312 2233 614
6367 8275 873
8898 1810 630
3962 1131 -938
9403 7989 -278
2885 6512 46
2876 1443 803
4141 8417 -291
6269 1140 179
2947 8858 -775
8135 1540 -183
3409 7186 -137
62 6079 144
6379 3680 369
3484 6833 275
802 4833 -856
6850 7579 -362
4518 9028 -660
2881 6501 -952
674 1450 -816
7117 76 -941
6748 8 -5
8507 360 -533
5608 8727 -732
1395 5023 420
8051 7460 117
8465 5042 -973
1749 1367 591
7927 3980 971
176 9416 -705
1494 4063 -429
9009 4980 191
7052 7484 -841
39 7370 -672
9343 6780 -948
2743 6587 -510
6349 1485 -453
5464 162 199
1308 6683 -582
544 1231 759
2222 3351 956
5974 6734 60
7915 6665 -693
6485 3212 -35
2900 3043 332
3504 9282 472
6157 4694 656
7145 1087 -915
1182 1401 -301
2354 4309 -652
8444 2242 142
6100 2798 640
1552 6569 -267
2861 4560 -348
1067 434 -105
8883 6154 -194
7706 6500 759
8851 5936 976
5289 1254 -691
4733 7825 785
2765 6184 620
1297 4568 -419
6102 3311 -394
4620 545 -479
6313 6872 -834
8843 7220 814
2168 3428 243
7132 7802 -995
2112 3188 876
1132 4853 -30
3266 4791 -845
8885 764 -192
533 1909 -815
5908 4385 -941
1002 1429 478
938 6263 -262
8044 4118 -956
5605 4343 -325
7929 8556 597
4186 6407 146
5378 5388 -497
2588 8615 182
474 1850 -579
7112 9227 173
8989 2240 -574
6954 3700 130
311 4961 -247
126 719 -334
6241 3519 875
306 6310 -685
7279 7494 577
8921 4264 -798
7410 1535 668
3146 8998 9
6902 8591 -963
252 417 555
6182 7639 -782
2031 7008 711
1268 6888 -399
7902 760 260
8300 5060 -24
4662 4282 -310
6880 1424 438
3236 7222 871
5596 9152 -517
5748 7478 -181
4133 4098 -964
1949 1175 916
3732 7607 117
3089 5080 151
6552 6161 248
6141 6649 -847
8629 5407 -745
3847 4260 -565
8954 7892 -389
5728 6027 443
6663 7973 -269
3023 5059 454
1668 2149 737
195 2350 -330
7912 1520 -503
5076 2470 372
5971 7367 -213
9173 4726 424
4880 1523 5
4998 4429 -318
2734 1800 564
5635 2263 725
1593 526 249
8991 6730 658
7491 969 665
8577 9252 -157
5351 4909 -469
8005 7085 -391
1189 3429 46
7070 7058 -230
8609 6612 -435
8511 8990 -519
783 5317 -935
3157 2820 869
3578 5439 728
8209 2016 -545
6087 4606 424
6636 8500 -826
45 3789 175
2355 2890 -289
1999 1033 -437
3962 7466 980
4354 2619 734
5005 8489 306
1551 7273 387
8281 6917 62
7255 2639 -319
2862 2616 -562
943 2324 405
6548 7769 381
3634 3517 -988
4180 4545 -775
7534 2362 714
7205 2938 782
7718 6884 772
107 2536 -141
8206 6450 -395
7021 1739 -376
2449 6780 -570
6576 3524 -152
4275 8784 694
8014 7655 -706
90 9090 718
5619 4172 1000
8583 38 -735
1055 6335 969
5235 8100 961
7043 7935 -802
6263 1108 352
45 7762 421
8013 3858 780
6363 151 952
8989 4743 724
6924 8775 610
3980 9390 772
76 5278 521
1022 4723 -266
1722 261 -725
8136 7024 515
8244 4257 -1000
8780 6927 51
7440 3973 -348
3232 5480 -26
3497 6507 -29
1154 8887 500
4004 6018 470
4817 8954 465
4348 6986 858
9353 7998 -632
6282 1546 21
8068 1032 436
3826 3653 509
214 7070 -339
4514 875 123
6131 5784 -338
