18
944 1643
503 114 207
451 474 661
465 823 966
33 12 6
374 814 660
140 736 7
74 36 873
74 242 990
503 633 963
201 417 783
173 851 286
81 301 847
527 837 83
689 96 986
399 282 38
88 192 688
6 173 784
47 571 928
745 358 800
780 234 865
722 282 380
659 290 772
766 188 656
357 728 439
310 28 22
370 704 226
51 939 146
639 425 204
815 858 756
706 518 762
901 228 624
678 237 200
870 47 800
504 789 75
478 891 40
795 800 903
425 427 195
708 94 208
386 340 44
784 845 898
193 680 94
153 247 108
512 367 715
890 920 390
225 901 930
383 370 864
109 294 613
567 46 287
855 799 353
610 764 808
640 90 345
351 390 671
804 943 97
406 633 551
818 690 759
256 81 659
619 880 441
461 166 617
48 654 494
18 236 215
849 642 364
300 777 454
690 870 931
784 154 429
440 229 329
132 371 468
714 39 734
35 665 962
151 787 715
542 845 536
98 260 235
542 747 319
866 121 360
860 35 60
728 269 976
293 218 998
8 819 123
715 40 480
99 109 996
167 730 939
313 763 414
537 933 549
807 535 204
897 509 419
409 628 494
793 775 826
664 672 184
5 229 892
223 556 823
216 461 269
328 781 964
821 290 114
545 523 315
739 907 610
487 506 486
459 177 553
424 655 411
108 130 506
565 776 226
301 53 557
244 480 771
844 606 100
204 118 593
227 727 539
321 685 720
290 425 334
253 396 167
647 567 955
673 308 344
793 242 27
373 856 306
91 148 454
610 672 978
734 805 792
865 549 295
208 646 901
768 626 274
543 361 921
639 197 511
746 173 313
910 807 635
72 551 478
802 108 878
605 462 930
54 498 141
523 534 294
64 376 69
397 290 769
796 709 377
473 468 905
477 385 135
376 731 78
751 829 917
77 628 346
152 296 704
39 607 565
819 562 154
652 371 245
214 828 135
394 131 803
196 263 289
172 82 501
753 393 535
559 77 613
728 825 831
356 537 857
795 358 458
610 691 711
425 650 714
530 771 92
3 689 593
571 403 723
618 45 805
474 332 987
386 268 897
824 694 969
486 433 830
182 187 502
694 179 596
723 744 978
320 791 223
19 818 360
229 246 378
795 327 540
98 847 301
801 670 304
357 174 49
557 611 743
574 8 234
192 735 910
128 383 706
412 784 88
840 637 610
344 606 155
504 338 873
541 604 473
803 446 784
438 294 543
681 628 656
115 384 845
163 24 492
896 399 806
114 348 527
473 545 370
321 423 54
228 291 762
329 808 283
256 50 831
222 331 35
545 762 98
48 701 760
890 173 939
449 940 608
688 100 235
822 523 967
872 219 912
112 675 357
650 750 555
632 327 551
806 767 573
362 292 718
562 337 725
158 400 937
816 203 735
4 725 421
189 50 602
938 438 920
103 419 675
622 695 864
128 527 517
330 10 306
38 687 3
443 247 184
863 538 88
250 426 22
201 307 244
170 705 948
878 530 826
199 566 866
198 474 608
30 603 446
541 907 689
287 83 111
24 853 251
435 914 43
522 123 316
338 88 642
565 870 273
451 415 378
744 538 761
587 106 743
542 826 861
184 514 620
364 746 974
795 830 319
879 667 329
6 567 785
683 268 534
759 343 465
110 381 275
524 379 692
379 18 229
641 404 198
563 245 156
823 280 553
462 333 933
801 641 654
307 863 785
124 530 967
475 811 986
832 851 52
515 241 90
545 511 96
597 599 133
601 711 716
833 397 545
487 869 141
433 241 649
543 110 882
11 227 343
184 776 738
693 863 171
336 383 870
599 806 321
449 728 885
16 924 615
592 410 410
403 444 972
506 440 743
870 255 608
38 536 93
251 552 842
788 651 776
893 641 957
784 202 668
885 663 940
501 97 884
921 250 245
175 37 27
896 223 45
400 724 203
544 613 450
246 309 776
302 579 175
570 330 62
666 757 611
204 415 788
518 266 203
81 360 864
732 137 499
749 750 30
273 517 353
158 40 915
628 273 379
587 497 129
859 275 905
634 228 546
710 842 300
720 862 683
55 737 388
207 635 608
490 480 652
682 918 271
857 591 839
472 545 453
107 518 376
828 916 405
670 687 77
555 355 349
270 188 970
134 141 595
652 747 544
561 360 751
719 471 965
338 888 814
18 312 725
720 247 46
520 216 219
547 28 660
328 226 663
110 618 691
684 116 644
346 310 729
14 780 132
923 529 498
390 299 721
92 583 40
688 740 5
22 77 325
237 215 175
743 832 74
479 521 987
434 669 180
481 708 810
880 16 436
350 722 345
473 828 916
561 726 25
165 571 262
720 772 430
46 268 675
52 863 987
480 441 104
540 919 252
621 596 663
818 472 628
483 876 657
370 554 833
93 514 304
331 84 159
161 813 445
489 23 44
666 363 401
693 299 544
799 34 148
177 10 873
596 111 438
74 899 513
721 723 260
491 579 285
128 566 646
527 716 65
90 877 591
529 321 56
410 262 587
123 297 285
153 864 609
67 461 833
766 56 219
219 425 94
539 173 5
649 634 401
602 582 225
504 258 631
456 198 945
229 693 58
341 465 680
869 336 996
449 331 495
465 581 538
743 866 850
701 87 749
780 74 53
882 88 880
792 860 87
134 944 804
687 100 411
214 933 540
418 437 80
587 589 792
755 759 556
177 102 592
771 254 554
858 814 685
522 431 761
5 654 279
610 820 410
791 676 528
133 480 575
879 247 621
367 664 125
515 910 714
151 105 814
512 679 213
739 22 803
683 357 871
373 68 475
283 774 763
178 83 911
134 505 312
528 231 997
846 635 93
643 247 399
704 927 919
662 392 505
226 765 52
916 547 210
607 567 970
477 704 272
188 292 541
335 189 668
584 718 344
480 779 670
121 105 474
319 80 354
542 130 452
685 80 983
178 661 207
485 665 473
330 248 534
18 260 537
188 31 336
625 699 602
746 496 868
574 539 814
318 179 235
840 99 812
263 890 286
643 895 872
157 698 82
120 461 238
715 290 832
289 234 213
112 427 99
872 878 272
491 681 906
257 405 974
177 570 618
494 809 517
163 8 581
452 258 306
388 108 546
895 200 223
738 839 505
94 754 871
201 689 161
389 135 59
778 417 861
780 838 240
329 259 303
117 741 253
916 281 36
402 76 652
392 560 316
88 261 735
443 81 862
286 478 14
262 692 273
444 265 631
767 688 700
408 501 471
725 760 295
743 97 587
388 187 148
476 524 209
48 370 277
417 680 544
580 208 157
75 104 266
663 897 296
598 523 79
362 208 218
376 612 725
845 505 960
701 69 66
559 296 334
930 564 9
885 178 70
841 158 389
199 374 202
565 326 107
29 425 28
877 118 669
238 42 381
220 741 197
731 466 641
457 296 328
798 777 410
138 728 465
779 85 833
457 303 915
758 437 745
826 741 76
537 568 713
402 211 49
85 621 221
639 363 918
756 300 535
926 437 659
104 839 309
764 834 927
444 200 620
184 445 762
362 767 985
230 697 425
272 667 695
944 199 786
392 22 414
71 476 815
20 196 6
878 327 340
287 543 54
259 608 702
611 600 981
144 20 192
602 26 985
399 46 159
717 451 10
304 309 618
560 59 535
181 795 464
745 465 388
198 202 120
170 247 92
793 10 320
84 669 963
228 49 306
506 679 685
465 494 464
99 257 381
714 645 952
418 693 199
222 775 22
465 172 593
912 632 375
873 515 660
714 692 139
902 830 645
725 679 509
340 813 920
485 362 418
632 308 5
609 327 514
755 29 436
724 618 999
347 246 966
284 604 946
922 238 83
553 741 101
253 896 560
832 766 303
702 458 895
888 775 143
677 307 735
215 3 638
404 630 400
666 825 750
758 124 146
781 252 942
866 844 930
193 498 470
420 124 258
325 634 323
164 103 71
254 694 600
817 586 528
178 707 256
282 59 733
449 618 285
554 677 454
781 746 574
5 812 537
927 625 989
364 210 940
281 554 782
488 732 76
53 776 144
75 320 692
612 23 737
549 227 521
228 459 333
340 813 617
126 725 297
67 561 93
653 818 505
103 118 38
68 454 924
449 552 747
773 707 662
12 8 693
292 672 881
314 472 698
878 413 4
752 681 277
843 159 183
574 151 644
536 746 775
850 744 275
246 269 543
467 426 794
797 7 210
871 54 43
187 471 597
635 152 989
357 328 126
184 81 455
76 773 548
773 378 276
741 929 296
208 258 45
485 218 114
745 741 704
871 18 482
52 206 66
363 530 632
148 481 155
763 147 128
321 515 716
769 251 982
137 467 257
69 715 974
666 299 886
409 245 433
598 702 198
805 234 719
361 367 912
853 663 54
88 80 35
57 640 915
477 237 691
783 84 314
33 628 892
55 333 646
925 685 201
919 569 844
448 250 67
574 552 215
176 92 144
558 644 381
49 499 499
30 544 417
650 381 19
519 582 928
691 191 372
509 526 55
288 392 175
449 578 182
600 130 598
778 99 376
874 850 232
105 310 358
774 689 930
283 536 276
500 348 288
847 129 8
177 229 670
894 102 87
827 941 817
36 927 57
510 730 705
443 221 142
290 904 782
890 623 424
264 131 101
695 792 529
64 912 139
517 231 316
55 461 272
67 912 217
904 478 284
100 184 544
455 264 684
444 636 749
424 276 154
53 676 69
265 681 103
940 605 140
862 91 902
429 464 515
49 858 74
644 129 191
468 576 267
67 330 876
892 541 158
27 113 562
919 759 101
452 205 402
244 87 340
775 319 323
855 804 959
409 389 453
375 84 271
759 887 557
850 341 865
464 576 209
547 813 240
475 365 499
37 794 843
668 917 390
294 481 278
283 117 627
933 450 511
720 185 549
118 749 305
26 429 726
127 818 192
81 650 947
67 195 455
811 201 514
879 662 251
651 198 948
373 502 307
84 174 820
786 443 861
410 342 94
918 455 289
692 898 780
82 178 481
497 69 681
239 79 473
798 59 780
420 330 532
346 331 991
207 576 510
67 840 860
219 609 359
370 583 580
472 371 718
493 340 986
392 622 784
257 555 182
675 35 109
552 434 274
628 314 476
166 911 502
46 571 923
452 624 249
770 922 603
473 149 42
449 574 158
632 123 763
437 301 884
625 54 698
163 191 705
482 177 248
589 275 529
591 342 332
852 872 145
317 569 285
820 32 191
900 371 844
64 728 297
752 121 263
642 526 645
520 596 53
681 88 209
128 287 261
928 407 664
911 179 87
21 826 492
830 850 617
317 631 929
150 350 267
358 634 463
55 295 572
538 255 859
81 72 63
121 488 120
793 86 136
587 311 620
76 828 148
458 201 462
624 709 745
940 259 477
912 344 494
117 285 49
236 707 347
920 366 170
863 215 404
199 275 961
826 235 669
289 844 258
39 372 685
371 828 317
334 872 49
928 184 960
616 909 136
447 68 23
765 808 330
84 799 684
911 663 885
86 780 183
264 830 296
243 316 463
152 47 424
468 932 283
655 434 426
295 679 234
152 812 164
774 267 589
374 83 908
90 154 185
287 930 327
442 192 45
651 20 919
551 744 166
848 892 675
270 529 202
372 724 540
646 128 767
327 199 305
373 877 91
127 927 9
125 715 783
410 910 745
285 226 828
133 142 166
772 238 559
280 606 857
288 446 768
62 549 138
344 910 376
211 664 692
569 644 365
381 929 891
141 82 289
90 272 792
105 823 959
577 413 902
482 445 504
498 626 228
429 357 996
205 912 602
720 237 138
376 512 165
849 197 706
741 279 530
497 852 138
788 702 682
778 581 563
735 938 24
259 753 840
869 845 652
438 435 315
202 225 841
592 333 559
554 845 942
379 323 229
553 510 292
317 544 822
196 812 10
221 138 593
239 495 211
32 560 626
527 342 38
22 480 386
321 507 99
72 663 823
398 925 927
582 634 25
922 554 598
218 123 616
333 581 859
404 316 976
489 440 806
924 132 504
423 683 162
746 550 522
166 814 82
128 69 533
307 80 683
466 281 299
12 123 349
176 823 377
159 47 41
362 457 733
340 838 763
333 664 889
394 50 693
222 824 205
314 380 203
860 429 640
745 216 29
666 221 240
50 203 470
129 158 417
808 691 449
714 808 600
214 30 693
845 695 997
905 485 438
706 127 193
894 731 768
157 585 442
204 398 618
759 925 911
871 789 600
779 462 733
874 444 64
625 630 763
479 770 255
679 122 647
245 497 886
414 21 333
812 458 396
868 492 479
54 503 498
797 942 476
624 778 265
276 423 653
377 640 115
866 522 814
229 629 691
858 814 455
35 239 787
272 47 460
315 172 959
802 334 696
265 75 763
709 351 118
123 578 846
666 161 276
141 710 534
801 440 244
709 810 823
484 724 280
636 45 30
296 29 153
927 34 894
167 137 865
315 835 950
161 821 307
780 372 461
154 451 2
858 724 604
426 466 762
170 82 447
593 121 475
425 653 439
250 702 785
98 793 866
789 511 500
392 802 423
513 51 172
324 717 953
265 413 642
682 220 980
428 462 758
448 643 500
729 854 988
843 638 107
507 773 506
187 550 864
325 85 4
231 267 606
602 209 456
341 498 87
136 432 311
522 549 336
436 637 132
701 804 382
514 359 633
528 778 184
656 880 482
143 655 921
629 493 899
825 917 67
476 898 77
516 655 361
419 816 746
753 783 3
695 651 657
587 639 767
474 659 133
489 596 846
43 525 838
389 28 612
496 162 243
383 57 168
690 484 968
403 343 39
246 583 795
640 456 355
603 932 351
69 135 974
771 642 687
135 536 550
702 795 480
443 88 933
445 846 206
129 434 446
750 534 544
909 841 346
667 525 72
855 197 485
492 292 571
827 253 546
8 856 99
203 666 633
661 476 40
82 533 37
204 330 468
32 240 102
83 114 224
209 557 60
636 599 858
698 184 307
866 752 534
742 883 849
499 583 244
765 17 825
155 660 334
316 529 772
391 192 307
408 901 145
932 214 187
596 107 849
738 510 390
433 298 351
194 472 705
125 100 768
561 507 581
870 647 216
376 707 235
873 551 217
210 634 506
601 188 857
726 17 548
530 322 558
137 818 908
590 575 903
434 491 253
662 305 570
31 571 881
262 273 82
873 373 899
900 613 284
257 419 391
927 4 278
509 928 453
435 674 545
841 906 117
236 190 872
834 621 2
936 681 815
806 794 396
311 275 343
269 651 906
574 625 914
49 826 302
34 575 154
698 752 872
775 410 144
255 812 85
830 648 299
418 312 341
165 842 498
552 448 403
411 117 989
663 526 635
733 526 419
628 681 36
827 384 151
86 678 555
97 599 638
193 611 219
27 518 655
367 852 365
231 647 987
831 374 477
773 664 231
345 363 306
212 552 279
821 716 325
582 97 176
599 403 305
787 346 921
835 462 15
297 267 392
849 240 28
543 562 253
451 712 239
622 223 90
829 819 450
551 912 459
576 15 19
75 635 749
839 857 985
855 857 123
415 23 19
677 237 63
313 481 988
909 914 562
142 323 292
46 607 307
154 116 516
509 6 530
421 361 51
618 413 992
769 79 996
437 510 504
777 661 362
217 548 186
764 741 816
795 135 770
386 776 533
120 711 1
431 128 862
204 733 868
280 229 975
331 915 594
875 1718
116 754 643
566 755 252
129 788 700
510 88 745
740 178 747
294 184 715
753 746 45
727 132 933
657 612 366
70 495 193
654 42 107
714 588 890
513 153 106
769 141 84
819 632 835
626 821 527
295 574 561
41 378 66
676 277 751
753 285 635
135 801 577
446 809 979
319 467 775
604 50 765
405 689 857
813 827 11
640 60 683
329 112 990
88 862 503
378 597 605
453 272 255
792 836 367
50 412 670
459 151 969
642 722 437
758 265 702
755 354 762
463 422 953
279 213 414
479 228 478
806 574 617
839 146 136
270 506 21
465 735 358
16 731 739
62 605 737
497 225 140
811 542 677
214 390 422
369 259 5
580 316 752
186 97 104
355 564 820
647 350 87
98 707 371
856 647 946
433 585 122
35 349 430
816 362 557
34 691 470
239 131 3
486 743 164
425 792 108
91 203 920
538 570 700
533 5 706
354 822 461
684 69 142
226 718 799
75 348 353
527 230 223
620 435 588
812 316 385
801 391 410
579 793 495
857 761 751
820 477 529
512 497 184
843 798 529
163 179 370
852 408 785
752 45 726
490 230 310
72 379 285
681 484 544
789 777 64
619 6 487
706 137 171
577 589 761
645 349 840
555 611 323
758 13 343
680 507 597
597 604 256
824 441 183
807 653 658
802 227 775
683 188 40
665 800 737
271 793 959
432 636 650
769 343 849
474 691 690
800 327 745
190 740 89
142 96 439
775 711 235
835 68 241
439 365 805
334 455 145
104 868 223
722 49 223
274 722 216
380 515 702
104 470 127
573 52 587
690 702 919
844 54 818
867 681 382
730 427 923
558 39 472
743 60 751
482 192 590
753 850 793
843 27 425
834 497 140
217 320 994
40 618 65
413 854 727
423 285 441
567 41 282
263 393 415
518 15 695
307 764 515
614 353 154
24 788 285
825 140 620
746 6 159
399 627 963
90 840 607
643 480 616
465 391 948
562 24 21
332 822 814
626 309 17
429 225 805
176 33 951
668 395 397
252 165 906
246 149 740
809 634 631
424 220 459
695 386 768
861 831 819
133 279 645
113 114 72
816 92 992
545 284 162
816 74 296
516 660 568
716 770 108
61 810 338
595 393 771
277 565 778
392 555 20
752 460 487
15 345 345
188 80 139
444 82 519
548 437 127
387 8 920
609 146 690
567 435 988
340 685 947
607 515 277
567 779 98
713 522 134
9 133 249
4 340 517
676 460 279
265 759 674
331 57 752
527 631 410
780 61 167
300 260 744
749 420 858
813 421 727
303 654 178
629 140 332
643 406 502
153 558 199
444 810 496
632 631 132
718 678 131
640 704 507
681 627 245
224 439 110
135 272 888
398 665 672
7 825 498
217 331 277
504 584 194
485 664 773
791 813 335
9 208 362
347 597 469
212 59 322
232 323 549
566 377 843
586 635 265
101 544 405
85 236 162
178 374 846
438 854 53
234 596 861
635 372 738
733 858 668
549 104 122
155 464 653
840 562 481
735 599 150
584 442 7
682 756 356
232 71 203
318 70 682
643 80 708
85 22 812
268 759 102
795 267 158
275 439 515
560 472 996
811 311 397
748 732 30
224 540 275
499 202 694
795 812 231
23 142 970
621 775 797
174 219 396
656 143 271
595 789 614
582 190 800
415 639 639
856 141 635
90 597 65
123 371 420
606 368 266
53 708 512
34 720 804
829 543 721
588 751 913
588 405 26
44 680 413
784 683 526
89 259 491
687 269 222
433 709 263
155 646 251
428 378 166
818 476 824
107 37 363
353 840 892
587 19 501
797 219 107
82 625 488
260 750 365
587 528 323
426 513 716
476 742 146
792 353 179
557 610 246
595 303 322
237 2 890
110 611 608
318 711 99
245 356 337
483 631 819
572 133 92
857 640 238
93 783 389
320 417 186
577 75 176
714 726 967
35 282 397
830 623 350
459 809 428
194 539 579
129 709 209
547 698 594
670 3 543
784 300 622
41 403 756
325 668 595
86 724 653
851 870 824
569 730 738
346 626 385
604 487 739
637 544 94
67 180 458
716 744 487
27 171 515
438 317 975
8 291 775
660 342 797
360 40 38
21 402 78
728 755 127
68 717 867
449 89 643
56 106 835
66 290 19
555 394 945
301 64 791
625 560 509
646 110 850
236 70 95
775 769 962
135 791 654
425 552 293
104 753 786
136 757 932
77 550 855
340 627 564
725 778 624
367 139 6
433 626 696
677 322 476
635 709 837
867 758 515
253 180 166
529 862 175
286 852 393
106 402 448
104 532 341
426 382 668
321 228 601
430 582 279
599 646 680
282 135 231
619 394 327
360 461 336
723 362 931
52 338 9
266 73 960
326 675 404
657 836 388
37 694 959
109 84 252
461 344 820
446 70 463
130 777 731
512 575 331
874 495 954
224 76 36
382 376 631
843 779 866
746 651 182
305 604 263
610 704 752
518 36 105
270 519 916
301 778 938
182 177 370
701 168 605
594 723 862
625 297 29
545 397 15
466 82 979
192 864 261
346 117 303
202 329 810
617 335 742
457 244 586
96 505 760
857 372 159
295 571 626
720 325 61
426 9 170
93 162 510
161 182 434
864 572 57
809 746 256
710 108 740
85 719 458
7 130 610
588 639 99
596 316 817
124 382 508
739 35 872
426 181 229
226 387 292
83 686 888
409 534 547
767 835 129
671 271 379
81 196 93
742 88 59
97 57 537
784 553 379
834 389 839
292 716 82
714 62 647
763 803 922
736 497 954
682 26 10
276 756 885
596 407 95
606 561 569
504 674 399
789 759 435
143 177 333
68 264 319
672 126 286
180 309 338
803 822 257
279 295 627
512 739 162
133 365 642
359 855 638
662 281 604
124 202 480
373 818 722
760 737 349
700 315 623
396 698 405
163 525 983
210 212 787
625 231 54
165 584 268
217 72 611
114 812 806
553 585 463
759 229 735
537 198 879
445 785 639
870 214 978
121 365 933
473 70 406
254 649 287
115 285 551
662 304 214
89 502 196
301 607 760
699 367 590
786 92 364
329 774 675
96 162 44
868 365 384
49 813 641
336 558 574
93 143 216
698 310 318
751 185 672
251 216 7
506 717 57
646 520 368
574 875 55
668 316 4
722 290 527
607 587 70
571 501 73
257 789 371
585 290 748
525 316 830
134 666 876
645 189 35
470 238 194
710 587 687
800 452 253
240 454 953
553 636 203
179 82 109
688 387 185
376 692 789
351 733 976
668 541 718
151 670 538
8 630 755
586 218 247
863 71 27
826 75 419
441 210 783
388 393 868
640 791 5
763 356 144
339 693 889
59 393 354
742 92 391
352 599 199
655 46 617
484 478 288
547 400 512
39 226 308
213 354 366
55 364 391
668 251 648
348 498 126
363 428 236
78 635 227
161 320 355
98 155 693
842 771 886
389 410 182
138 805 956
248 556 116
305 278 289
552 622 857
90 829 710
862 491 722
133 692 668
691 559 481
127 184 197
275 173 619
698 378 606
451 430 227
567 732 402
28 526 337
300 556 579
375 250 864
152 180 542
217 852 493
94 771 903
167 720 223
666 229 963
493 502 918
813 707 791
262 121 563
146 492 473
133 461 669
456 662 652
504 62 659
794 266 440
133 15 500
609 617 668
403 795 227
797 588 104
318 364 156
739 395 754
439 217 628
782 227 387
588 288 417
127 135 792
753 851 767
242 791 252
865 708 479
7 716 952
682 528 480
327 673 597
234 258 630
176 419 220
372 275 166
861 51 476
757 790 322
602 569 439
581 173 665
19 91 444
506 633 269
613 36 536
314 826 166
9 8 797
163 186 817
577 496 813
390 93 579
843 470 335
751 580 468
502 77 982
163 343 772
83 370 621
126 234 876
698 421 592
272 251 766
511 553 186
104 738 873
276 211 153
871 517 774
510 751 692
387 697 67
523 857 893
712 209 769
351 66 613
8 353 214
342 110 286
479 306 260
56 607 999
856 260 115
645 158 356
728 171 263
345 443 350
812 133 182
792 348 360
709 461 705
518 681 685
385 689 508
206 252 664
776 272 789
461 811 419
508 136 96
473 182 751
238 521 908
93 819 390
493 38 876
459 534 606
831 321 6
419 693 25
45 167 125
812 217 779
179 64 665
534 726 138
173 185 424
459 529 667
853 516 981
729 796 48
117 165 256
154 519 880
851 745 177
539 389 621
218 683 693
457 148 861
378 670 524
827 530 51
545 251 513
484 108 333
638 108 889
123 259 374
164 193 748
521 74 638
191 500 957
302 14 96
188 733 669
752 354 668
682 99 283
516 316 353
797 834 664
811 739 85
472 562 43
18 676 882
454 853 565
470 29 417
491 381 646
465 419 913
821 256 95
3 568 69
16 97 150
640 390 642
112 564 873
809 537 729
759 40 369
530 154 687
624 302 324
189 115 512
362 585 428
648 168 946
465 798 823
488 494 886
723 684 534
707 294 978
197 443 933
725 571 94
410 675 139
148 37 998
778 234 998
252 254 778
524 644 850
830 277 510
386 375 653
503 529 920
513 109 983
132 443 64
522 444 844
70 527 317
381 82 260
281 353 220
765 564 657
97 262 476
325 621 538
838 243 210
1 320 355
389 421 114
349 806 50
521 865 734
570 202 927
363 267 506
647 491 217
76 472 889
232 246 172
267 639 747
