19
974 1930
568 704 763
159 180 923
110 315 861
217 966 983
186 387 80
832 149 254
381 203 851
195 817 202
614 141 932
333 563 939
418 784 184
153 333 812
338 315 752
575 65 180
594 609 307
757 13 466
348 144 914
935 194 304
567 317 215
596 613 427
893 280 173
507 615 817
41 338 614
860 676 864
258 542 35
519 207 320
404 741 991
182 712 19
544 563 102
570 880 479
670 531 406
549 61 48
557 30 740
687 135 996
400 292 436
769 466 702
44 703 522
53 84 105
326 138 541
253 271 817
391 608 471
670 254 730
524 651 831
381 293 414
974 393 150
829 835 344
844 874 435
943 797 824
31 185 626
481 637 32
210 447 547
311 759 710
602 6 73
513 698 574
505 33 381
627 178 344
142 688 734
513 877 487
438 881 445
633 827 257
253 845 505
303 91 285
54 507 135
382 531 463
178 118 570
309 530 67
832 884 453
301 43 7
70 967 935
792 121 394
689 348 49
609 937 157
633 501 51
864 962 564
285 686 633
720 856 655
427 341 433
330 106 50
704 720 207
125 171 965
607 135 561
425 245 585
176 453 547
154 139 8
290 831 589
746 300 557
732 234 233
789 50 825
729 82 203
866 212 267
421 857 397
446 564 313
400 240 973
373 788 208
242 573 242
623 558 455
250 353 578
293 441 419
609 794 323
693 210 731
456 317 98
626 291 576
382 76 142
259 680 178
936 472 897
249 974 203
206 655 722
273 341 873
957 216 735
703 198 274
50 951 479
89 842 774
521 499 90
418 447 685
341 689 523
601 241 359
695 343 107
911 255 353
43 614 739
68 100 964
116 643 216
284 708 783
118 505 240
823 631 462
795 71 273
409 850 108
441 8 921
822 314 750
341 739 763
373 605 644
630 829 404
906 938 846
965 748 86
721 957 781
895 159 28
761 809 12
93 300 803
612 34 909
85 757 798
66 86 350
12 924 628
618 39 343
726 619 195
908 561 246
593 423 181
493 511 743
89 832 973
479 256 18
856 175 709
228 873 332
950 544 746
248 99 175
546 222 340
202 147 365
518 198 251
359 578 411
341 859 312
10 233 85
549 904 572
907 338 767
809 535 786
722 966 773
96 354 640
927 555 445
515 31 186
250 144 865
963 300 977
511 88 718
279 793 515
923 307 451
657 500 63
574 655 420
173 779 488
260 555 364
516 727 849
472 434 425
881 204 857
510 644 776
594 458 551
612 538 655
641 852 313
139 324 653
658 320 735
87 253 528
64 813 420
367 152 267
160 113 189
11 406 690
281 106 827
649 437 548
40 57 892
194 858 689
510 603 209
41 693 546
423 242 795
71 352 205
723 38 281
309 387 302
165 513 834
190 299 670
599 113 336
65 262 680
297 458 771
924 76 561
948 133 540
826 329 815
890 550 706
844 627 32
260 949 895
648 628 67
656 774 599
394 137 543
793 627 704
235 343 408
162 58 581
460 420 428
168 681 234
24 441 87
285 874 567
237 823 333
203 741 67
772 403 993
491 866 694
335 500 11
965 469 35
180 956 612
630 426 880
78 830 733
452 521 62
30 429 558
414 903 33
416 217 362
51 314 299
813 806 718
216 855 653
226 566 281
324 249 765
172 259 824
953 780 499
702 98 22
172 601 44
935 944 887
859 619 552
511 704 483
206 78 65
135 617 341
118 950 120
346 400 445
247 743 539
137 733 417
695 958 301
129 401 189
903 855 144
803 727 797
353 601 670
612 540 995
127 491 472
631 228 302
45 220 314
414 464 508
322 833 823
759 234 726
24 693 590
589 681 324
557 685 782
175 874 317
515 713 93
595 443 728
354 589 186
414 266 433
26 544 816
683 236 430
17 365 733
964 541 951
278 362 50
597 333 82
379 220 637
824 918 240
971 925 59
467 873 264
670 560 935
931 13 198
504 432 507
655 857 742
937 196 852
507 399 693
864 87 160
10 635 228
24 634 274
122 634 831
51 103 250
46 55 295
591 549 944
715 213 620
650 783 13
273 584 318
457 155 143
349 715 199
960 311 920
719 67 686
108 129 293
213 228 802
756 178 895
795 891 456
859 948 849
453 869 333
435 320 697
853 782 893
886 962 143
184 271 440
370 700 723
690 101 378
626 687 414
252 320 701
263 806 610
765 102 60
464 974 44
346 527 637
784 120 723
957 940 885
702 449 220
233 646 855
271 765 369
12 90 280
403 297 691
814 101 845
240 652 273
927 532 871
968 438 699
394 575 570
922 778 459
828 106 299
603 959 518
90 667 937
891 389 756
112 130 161
834 513 621
403 826 455
149 238 451
388 105 318
77 726 984
154 58 901
343 915 345
441 974 670
297 785 822
813 807 338
690 744 307
274 164 178
483 423 274
165 86 451
258 586 505
456 115 528
354 528 682
481 153 575
659 132 104
524 220 645
748 107 681
439 644 414
88 552 579
255 884 718
294 712 866
257 701 692
852 806 817
1 745 191
590 46 899
966 508 680
53 271 373
603 423 926
499 494 342
206 476 547
774 888 788
627 454 715
735 41 735
759 173 944
346 575 254
872 450 65
345 369 458
902 28 695
466 825 835
29 200 201
694 897 44
431 710 439
78 580 250
914 307 361
437 352 917
725 721 948
756 498 759
456 325 855
211 717 401
171 47 477
564 731 40
109 637 677
373 258 344
305 837 846
972 67 447
921 560 349
464 355 622
768 974 898
405 460 756
828 58 719
767 858 543
813 284 463
896 491 614
277 846 265
796 198 750
109 42 458
153 292 302
438 677 423
277 917 733
46 360 995
823 177 666
146 152 605
783 470 857
661 54 809
436 161 635
437 64 971
777 413 100
488 42 185
473 746 813
676 2 617
510 879 837
153 905 303
176 655 605
647 491 453
663 8 611
359 450 594
823 845 828
779 708 967
830 87 768
338 46 737
353 130 316
827 277 811
465 208 827
515 473 411
410 240 872
733 541 709
872 303 28
511 423 235
192 698 64
21 585 965
619 284 699
699 324 451
764 179 714
596 684 236
82 891 58
28 875 953
85 269 926
828 521 875
285 346 297
621 586 736
912 230 822
281 895 505
467 912 823
617 306 341
868 775 478
588 272 986
42 567 795
134 112 988
806 908 391
478 514 408
597 840 509
264 520 74
258 482 315
1 159 36
745 261 697
705 831 144
357 174 610
419 172 110
321 901 495
904 680 505
942 821 613
431 239 559
640 132 705
80 46 438
167 619 829
71 896 35
971 720 478
687 354 724
865 431 973
254 376 552
673 771 127
455 767 430
691 712 820
946 972 163
777 668 903
208 576 11
581 848 735
286 110 302
213 225 749
37 754 681
719 476 88
831 261 49
106 379 213
966 81 258
644 338 33
138 549 668
65 47 575
597 588 832
558 456 424
797 824 174
815 682 58
260 546 645
239 21 240
93 421 804
346 911 109
210 962 954
747 289 10
211 339 723
609 148 391
17 677 618
888 250 940
507 788 447
348 506 849
309 779 912
843 614 45
456 860 353
894 299 121
409 236 182
22 79 463
353 949 868
148 944 663
200 516 61
264 636 516
386 640 623
26 542 59
671 470 313
677 88 157
207 67 143
802 907 930
288 688 3
1 646 359
631 451 591
165 520 825
905 359 553
730 789 474
553 755 320
329 443 501
714 464 279
404 317 751
209 63 351
86 671 318
444 511 529
348 730 979
158 392 676
156 346 417
395 181 681
801 703 714
547 512 64
329 441 769
422 489 900
441 20 306
882 947 382
643 875 805
471 7 762
701 620 516
259 31 720
379 596 414
731 684 381
722 810 535
579 197 827
512 905 475
476 435 172
591 550 930
364 525 487
270 954 178
65 849 371
303 419 650
814 228 103
973 419 514
493 639 371
193 317 932
56 939 220
812 573 375
414 645 613
76 375 63
454 225 360
5 352 321
508 837 629
191 713 847
600 572 736
210 428 532
518 791 468
934 826 546
533 714 151
804 769 345
908 115 967
57 750 611
302 787 178
253 554 61
429 379 406
576 558 884
339 108 612
769 972 623
232 235 500
365 5 224
670 458 176
916 97 488
311 527 127
407 396 525
523 685 232
938 963 646
636 106 108
790 425 456
766 931 168
99 58 805
392 850 924
633 107 249
154 99 12
208 943 96
482 937 898
377 613 611
708 474 912
417 700 573
83 720 369
609 55 161
87 154 402
167 711 194
4 2 700
819 376 248
863 587 600
936 301 97
286 877 189
61 487 271
332 427 731
759 739 255
565 287 75
770 107 537
451 419 293
532 19 431
320 435 253
460 553 874
555 532 353
957 933 690
864 15 102
677 156 645
155 136 640
815 248 215
816 143 116
848 735 182
178 434 412
518 637 234
418 724 50
410 242 980
137 93 946
636 533 938
546 755 242
455 91 306
490 616 274
61 330 98
2 503 319
285 94 111
327 868 864
86 61 982
691 751 181
356 96 195
693 79 704
479 212 286
386 450 446
593 35 191
707 311 441
777 731 321
313 874 8
324 417 872
255 230 275
962 775 3
271 817 849
841 550 229
308 945 427
663 373 395
628 226 305
269 471 896
846 21 967
34 186 379
718 551 60
182 799 219
868 871 247
95 171 23
915 253 934
201 50 615
883 209 369
749 605 841
147 890 545
564 246 803
310 209 371
844 66 257
636 471 710
550 466 136
436 958 128
601 297 974
11 664 222
239 347 281
728 247 538
426 574 988
500 193 717
603 560 143
28 219 796
243 272 145
104 727 809
657 569 707
44 233 324
466 803 198
86 894 126
698 390 799
899 247 10
635 333 439
109 189 785
325 473 554
783 200 672
674 582 327
687 753 900
923 435 69
565 353 829
547 942 853
208 709 742
497 483 162
812 231 630
582 110 464
662 60 106
300 112 669
282 820 28
432 807 80
321 93 109
132 642 166
439 696 969
735 397 540
96 1 175
791 712 794
233 129 722
937 947 905
706 209 561
886 694 381
99 307 124
467 419 636
393 492 604
464 846 546
519 853 540
722 500 416
536 432 444
453 905 265
102 448 384
83 310 291
490 758 375
848 362 885
543 515 252
903 513 562
330 939 570
692 369 772
418 687 679
185 476 637
703 687 579
907 571 335
411 189 524
827 347 116
93 209 495
553 497 225
492 37 594
865 838 42
371 235 357
472 119 85
917 656 556
149 333 566
245 907 796
794 438 673
209 207 879
363 485 355
461 365 151
403 527 911
800 225 760
864 743 436
475 259 191
896 706 615
203 730 762
787 898 790
891 414 520
574 27 825
490 336 602
839 464 30
417 905 438
172 408 928
762 364 299
630 723 497
412 825 369
638 98 118
948 455 914
972 911 415
640 177 92
353 246 270
60 91 758
53 940 335
89 917 744
217 203 435
531 827 498
328 36 724
136 21 885
959 356 312
823 539 702
579 953 515
257 508 248
186 974 702
5 311 770
215 869 951
548 540 960
833 89 533
408 687 409
880 898 720
549 521 626
722 339 76
330 370 414
511 420 416
620 894 880
470 81 192
897 104 403
217 118 619
243 311 899
312 572 539
5 826 674
753 540 90
163 546 97
77 511 181
193 419 422
561 403 485
258 17 929
739 450 507
884 835 582
414 824 834
812 489 801
419 361 38
390 906 350
118 913 306
949 221 535
196 720 413
17 409 130
501 815 342
794 58 228
404 28 865
433 160 126
5 31 528
865 674 486
954 56 225
920 463 97
60 447 774
607 475 870
236 103 906
305 55 131
725 173 318
137 214 536
174 591 6
880 245 84
627 362 428
637 611 277
180 192 995
227 572 721
366 84 428
515 259 278
46 789 948
504 829 47
605 122 535
308 774 176
297 74 495
478 19 156
383 141 266
17 460 322
302 876 138
817 365 416
726 746 220
30 234 365
8 974 182
862 149 687
584 48 136
666 569 113
78 309 395
620 367 674
205 600 83
781 340 540
681 682 284
855 84 824
143 397 720
132 914 10
760 153 869
726 167 384
34 63 340
528 565 133
827 290 55
690 411 912
310 167 82
163 465 640
509 683 853
873 705 341
414 361 890
674 938 767
629 895 687
848 442 92
868 178 770
876 619 808
349 443 517
220 97 104
502 76 542
561 261 884
6 340 13
836 256 893
99 227 41
85 615 536
424 819 355
11 886 117
420 411 110
480 444 412
636 903 589
362 705 579
306 238 413
70 30 841
211 612 549
909 413 281
753 8 840
456 86 220
907 554 650
931 482 768
356 580 911
566 649 529
134 316 334
231 129 418
956 305 73
20 341 897
380 925 283
74 554 429
544 281 729
479 451 635
333 163 999
971 272 898
18 184 489
446 397 449
126 275 900
713 861 632
756 242 540
551 411 709
969 861 711
459 451 959
81 475 578
502 936 771
467 415 100
381 15 947
228 739 713
197 949 268
747 902 474
690 201 772
153 352 576
670 579 99
140 725 3
569 503 81
446 100 778
456 258 103
516 716 218
32 623 989
824 868 106
365 590 259
53 757 766
914 709 60
436 153 614
338 833 119
377 274 736
529 632 883
410 723 847
173 395 925
445 612 601
301 36 156
538 741 873
638 68 876
760 5 596
538 809 546
390 811 627
948 125 400
397 387 900
949 166 110
78 328 341
705 129 497
458 33 582
533 893 638
212 857 578
267 513 507
43 879 950
962 640 124
627 629 584
242 416 943
167 61 433
55 253 521
573 438 759
752 620 213
685 237 948
597 772 475
11 348 890
705 78 785
911 80 549
108 216 884
366 623 578
750 557 623
527 229 679
529 606 87
593 588 354
576 269 698
750 710 175
668 739 835
930 885 104
679 376 755
22 595 996
430 351 495
54 953 855
768 106 384
868 912 37
440 477 503
149 107 169
140 514 996
631 482 966
394 53 84
170 627 269
357 878 726
584 79 536
201 908 56
664 655 677
513 275 219
537 893 794
252 314 303
794 258 178
661 730 978
146 470 450
803 417 947
497 163 317
492 292 150
525 125 234
141 329 741
339 842 614
256 416 636
211 109 459
267 647 659
568 692 758
158 623 384
889 547 629
822 78 322
322 185 174
913 857 21
714 922 475
60 532 589
650 294 615
844 119 88
416 255 865
16 816 41
51 136 109
893 674 270
597 57 838
93 303 186
118 577 204
32 615 115
338 526 145
157 953 633
694 576 819
79 358 20
220 229 975
162 638 636
141 90 933
913 65 577
498 828 444
187 692 30
309 83 515
95 162 873
103 620 121
473 832 405
224 704 315
686 816 2
486 784 131
470 34 708
670 393 116
473 628 14
518 336 710
373 136 602
102 383 739
271 826 836
797 231 751
760 503 960
486 277 682
415 707 14
1 302 727
140 157 304
861 685 318
534 397 80
921 604 535
644 881 723
667 145 98
738 465 22
260 452 939
274 801 791
134 159 494
848 154 568
921 573 674
299 602 158
265 729 771
383 32 626
930 689 924
923 2 479
124 539 204
41 178 776
319 231 60
609 182 473
142 402 480
132 476 90
689 393 115
316 23 534
8 660 992
502 347 536
258 777 875
386 883 856
714 299 284
569 393 748
371 441 214
68 69 447
694 360 231
514 265 891
719 938 798
140 868 543
228 96 811
316 11 182
587 158 915
501 125 757
610 969 336
30 941 275
945 140 280
327 620 533
184 169 999
568 259 511
437 88 306
801 257 286
20 292 677
247 1 726
187 728 446
345 200 57
106 696 822
724 198 309
875 655 663
791 115 871
662 539 847
757 663 179
777 508 580
369 614 29
860 16 294
98 870 633
715 417 899
856 402 11
707 758 235
351 518 379
764 572 334
876 87 274
471 569 206
269 3 386
869 738 595
756 720 674
810 926 751
87 247 271
543 114 776
706 163 880
504 209 701
974 280 144
90 885 274
342 616 886
466 105 271
942 158 477
37 431 650
806 597 169
180 201 982
673 89 188
660 657 656
385 175 457
714 946 844
1 960 947
531 943 842
453 364 303
284 595 978
381 332 327
185 422 429
56 742 224
921 522 372
18 749 19
465 702 439
6 296 243
81 901 172
823 375 785
227 253 29
573 519 867
349 699 399
443 249 686
175 524 206
274 27 149
700 817 678
268 695 903
760 945 249
227 567 709
615 720 745
245 347 81
453 347 115
288 677 458
189 784 85
443 618 709
719 820 206
714 927 75
614 348 909
178 413 157
173 879 418
22 878 845
772 286 698
303 779 327
379 714 803
892 502 670
968 615 318
377 121 509
379 216 971
795 252 160
190 657 130
655 178 947
707 850 291
548 807 751
907 144 824
471 327 938
872 263 105
770 833 56
316 155 641
137 86 999
403 581 370
818 267 661
164 185 596
970 836 129
934 467 143
269 798 178
508 891 417
648 104 490
120 155 312
462 373 646
53 706 977
69 570 47
782 19 582
377 789 17
70 907 43
128 921 633
810 155 514
121 437 944
953 527 106
252 776 539
50 687 671
6 369 407
744 29 120
855 913 65
602 533 997
801 909 361
475 777 387
29 592 415
96 347 880
611 27 377
462 471 942
459 299 871
217 182 761
289 76 20
286 696 286
120 591 388
306 61 18
11 228 432
883 140 406
369 585 835
307 131 598
858 170 385
446 186 698
778 841 682
342 558 1000
730 487 601
502 205 247
332 316 835
343 731 105
730 275 283
233 248 556
792 75 531
329 929 541
167 271 784
276 626 640
359 374 142
721 685 674
890 423 101
681 887 991
234 630 726
872 332 724
288 153 621
217 891 515
4 562 464
826 414 575
132 541 51
24 11 797
375 243 773
361 372 11
318 646 358
430 270 103
487 70 601
442 411 266
365 446 635
853 332 953
750 43 841
452 682 484
662 513 205
159 564 916
920 578 365
879 401 248
60 89 697
434 559 930
489 615 627
561 123 72
725 102 846
921 455 159
817 966 422
475 543 292
357 425 358
218 948 653
959 10 564
867 574 680
18 17 851
900 269 794
417 946 289
221 913 666
918 348 640
587 645 471
693 655 617
322 318 244
649 355 481
256 863 874
971 201 869
160 746 732
509 265 834
184 694 640
504 575 125
750 673 472
599 951 994
956 459 912
152 643 470
76 638 746
419 738 552
713 784 188
64 554 322
172 922 506
762 900 325
235 383 311
515 657 547
767 894 26
910 608 290
56 318 729
797 846 540
129 60 229
116 849 178
225 114 141
486 97 800
114 297 969
540 421 941
136 421 189
701 796 444
680 593 69
770 123 71
225 635 169
142 839 48
280 451 233
193 351 419
365 206 293
847 508 934
175 111 222
352 290 885
684 28 917
760 30 95
57 332 471
669 829 719
806 344 41
939 662 785
174 780 201
281 871 554
245 99 532
247 818 13
962 859 126
447 585 954
221 870 312
279 212 403
632 527 460
569 884 401
744 373 82
960 256 501
737 729 24
608 252 196
836 896 797
175 804 74
190 599 258
117 318 165
405 675 680
785 741 814
618 607 11
789 176 851
917 277 787
36 450 489
345 274 677
802 355 160
286 196 145
919 501 427
450 291 365
637 833 757
117 663 384
65 145 484
956 456 72
287 520 990
862 780 900
815 170 61
246 505 18
165 643 306
122 896 561
34 271 515
767 904 657
467 907 126
47 944 661
856 942 885
178 191 931
328 483 524
208 546 858
739 583 925
377 2 329
110 541 112
650 584 289
81 547 381
199 101 865
598 620 183
815 209 577
839 808 145
813 821 139
558 38 606
909 657 78
318 970 614
824 128 973
628 239 650
273 541 307
937 92 379
12 952 463
6 396 573
894 160 206
27 236 274
637 339 730
930 681 190
58 302 257
892 219 308
91 739 371
15 244 116
888 403 475
78 741 1000
948 551 8
881 951 662
726 114 614
175 810 157
750 664 246
972 858 462
715 569 257
137 511 26
770 875 699
323 681 421
659 772 77
350 183 801
110 325 853
594 388 18
500 64 295
332 488 459
628 406 888
498 263 598
913 239 783
616 82 962
945 308 538
453 128 448
630 538 724
191 911 782
604 849 992
904 413 398
864 492 646
331 649 198
398 20 52
357 32 185
149 136 746
971 42 401
455 200 188
313 8 373
338 645 396
444 543 731
348 30 593
84 471 531
891 663 27
955 89 301
113 916 592
897 399 355
865 23 949
702 479 173
73 281 239
802 882 569
567 445 703
530 189 609
794 787 281
845 398 244
561 627 802
663 3 561
948 850 340
279 490 164
132 11 985
234 532 397
779 428 517
556 409 268
304 750 373
941 540 940
447 930 569
791 726 366
416 823 377
452 633 96
456 17 867
502 637 845
316 883 16
808 818 132
853 65 182
634 582 496
559 513 311
716 954 482
161 804 418
164 276 412
901 363 723
534 279 711
270 420 798
825 219 891
882 609 996
403 733 653
119 680 993
278 940 919
404 177 401
947 178 207
333 179 768
177 128 783
261 826 463
114 658 578
919 179 366
471 668 749
282 459 975
946 449 22
844 125 141
944 763 505
612 93 922
490 570 41
601 939 272
119 913 227
918 171 710
281 837 856
510 876 387
287 140 699
703 552 632
51 330 643
401 124 579
465 695 755
632 906 937
358 415 496
3 850 265
466 434 9
921 488 367
596 785 874
162 776 457
695 743 351
781 243 358
560 213 350
823 723 511
314 101 7
682 609 880
332 804 476
55 832 751
173 796 230
633 666 995
350 46 858
343 683 412
872 919 778
557 142 682
566 245 439
253 187 531
750 162 460
695 503 713
770 362 118
388 140 257
475 395 460
945 784 817
614 174 929
161 13 299
360 288 746
732 872 9
399 849 469
17 375 755
782 671 265
841 222 303
503 600 878
733 317 874
830 309 239
860 867 672
747 683 674
633 287 285
814 233 155
364 536 7
598 824 881
481 700 985
518 693 946
421 300 327
384 589 518
778 856 915
620 875 483
284 796 533
29 846 296
717 844 626
324 749 472
949 267 74
681 336 402
455 513 655
414 265 323
797 810 675
65 162 989
704 789 404
637 517 113
192 2 757
463 538 533
239 480 859
168 782 783
470 65 714
865 388 850
859 106 209
522 146 226
916 118 794
375 551 803
447 618 171
678 167 70
134 175 656
682 646 253
303 512 19
120 215 280
21 441 892
647 611 421
237 18 747
385 573 537
305 591 445
71 909 491
196 162 333
317 257 331
239 411 808
760 130 293
164 843 777
690 108 733
11 818 793
397 312 91
539 337 117
860 121 653
948 832 96
613 744 758
478 445 56
740 165 738
719 838 519
921 822 533
809 201 708
189 649 540
838 352 521
299 270 552
864 172 342
133 669 123
918 209 616
115 886 984
114 848 680
487 90 231
505 258 308
649 27 574
708 789 375
962 395 391
430 850 885
309 81 888
205 787 78
892 905 718
815 379 997
696 757 63
655 812 906
370 323 440
638 428 465
286 692 38
451 705 642
805 49 374
190 969 962
339 402 869
139 248 643
200 170 870
366 310 449
947 148 977
783 923 626
705 52 440
678 773 558
749 180 223
74 222 171
534 739 939
230 15 494
432 189 597
72 1 527
292 618 523
558 972 992
749 764 510
910 101 492
574 755 258
943 319 829
877 973 118
127 356 357
302 787 334
611 103 189
261 753 396
897 851 89
967 488 373
173 135 591
206 533 200
837 149 821
563 183 150
824 593 792
799 330 449
361 191 270
801 329 719
777 822 833
240 690 331
437 576 760
246 938 403
468 871 734
715 756 31
666 671 268
821 411 557
807 289 364
346 534 69
951 85 952
81 474 107
169 230 179
288 598 360
723 872 640
674 74 699
674 466 393
323 100 1000
420 259 206
407 251 332
307 587 892
533 259 981
740 861 90
279 445 120
338 455 534
581 745 280
528 569 412
166 273 153
261 480 156
675 688 207
142 704 295
749 167 83
760 664 564
742 595 761
399 785 791
931 1783
277 807 186
207 348 25
706 335 303
423 273 607
833 153 140
133 274 368
414 258 808
579 524 185
797 454 457
712 811 290
821 581 703
853 382 845
300 656 956
484 736 701
877 75 974
376 696 679
544 793 810
1 373 838
323 174 766
257 408 444
260 863 276
765 147 279
459 598 685
776 903 352
40 92 586
434 455 360
698 892 210
576 357 493
712 198 810
27 461 12
810 381 510
104 790 63
404 581 904
48 297 391
97 38 624
644 182 800
145 611 262
337 359 566
182 443 762
717 731 151
844 167 227
22 332 493
870 890 466
253 205 378
387 120 959
677 337 192
203 174 60
54 246 73
903 666 518
317 251 406
669 128 605
123 523 576
357 576 290
335 165 436
640 608 864
414 746 475
197 673 111
274 535 773
836 287 945
394 746 876
92 424 845
238 468 62
887 569 882
458 382 67
524 230 220
296 253 997
123 328 42
219 588 409
595 771 95
912 381 39
492 4 141
258 672 667
520 460 691
317 808 678
235 283 395
499 2 154
199 130 490
614 562 76
634 133 832
692 779 394
469 385 468
902 741 439
907 857 17
400 613 789
307 34 274
580 28 441
656 228 270
42 136 499
716 636 567
384 679 938
692 361 169
931 901 57
227 495 876
759 103 52
797 117 585
497 228 107
606 447 612
899 663 446
670 201 372
788 708 858
906 523 630
626 658 307
294 158 939
419 656 805
279 489 23
441 319 674
394 331 828
294 574 603
635 260 899
341 856 583
87 288 723
190 846 296
453 303 250
333 202 343
627 885 757
801 42 466
851 614 582
813 452 557
68 318 387
816 757 654
446 863 470
314 379 436
646 731 900
778 382 156
599 746 495
328 896 792
513 475 270
505 97 348
1 347 539
653 744 911
413 404 842
607 182 37
131 262 821
144 807 293
185 586 820
101 83 201
69 60 530
463 546 471
659 489 783
288 727 386
454 246 167
454 9 497
699 488 521
701 235 483
208 606 569
159 75 436
726 833 460
410 121 508
640 469 677
848 565 348
249 541 392
423 345 974
143 488 552
845 440 884
62 398 789
875 269 658
704 644 201
366 390 181
24 668 560
6 293 700
379 191 338
632 604 983
418 237 271
345 102 479
387 69 299
168 575 5
84 553 628
402 161 359
398 464 609
357 194 755
93 144 893
801 666 335
769 361 805
103 691 877
835 516 611
882 860 292
110 758 633
38 262 664
254 276 483
660 146 94
529 352 446
283 411 706
653 96 692
504 168 305
571 93 49
683 719 741
441 231 818
602 774 882
888 498 543
631 38 608
465 426 150
380 446 293
595 24 265
374 520 216
34 560 335
819 510 828
322 1 751
124 242 178
772 560 133
667 192 465
494 887 673
865 405 561
681 211 318
69 464 599
535 575 725
330 864 110
871 152 46
344 308 107
292 795 392
804 427 458
209 231 857
334 398 991
224 130 837
237 114 879
529 49 33
14 478 100
15 905 344
856 815 964
438 398 229
537 143 576
190 88 979
742 424 42
836 750 587
353 909 408
473 33 863
217 178 508
803 79 798
698 221 576
664 116 699
786 697 496
615 67 144
842 491 750
119 206 936
795 185 23
21 402 562
623 181 324
583 200 778
614 694 72
718 261 343
419 699 214
615 29 201
827 91 309
9 111 105
429 431 910
653 191 423
384 160 183
354 841 385
517 167 126
875 842 122
795 487 640
138 392 921
559 118 745
15 783 795
588 107 641
920 759 773
428 688 408
332 185 753
254 426 429
596 89 365
1 509 799
92 128 147
460 459 272
259 799 185
255 573 414
617 622 667
636 390 413
547 74 210
593 339 618
833 838 485
523 524 724
385 310 697
575 39 681
625 356 847
654 37 848
285 197 800
135 295 344
66 69 193
444 388 183
3 778 893
304 881 68
447 617 650
24 726 541
897 567 68
896 675 651
86 412 77
603 29 252
72 879 892
499 341 257
630 126 403
343 181 18
170 112 428
449 299 363
432 210 650
689 149 27
592 502 192
464 273 819
125 615 533
422 642 619
565 861 781
166 691 207
219 259 458
31 828 569
247 50 822
275 227 773
777 109 815
369 345 264
476 342 846
688 285 386
839 216 72
608 775 799
562 282 619
335 899 929
119 740 679
349 574 374
132 402 821
178 388 946
927 424 784
774 592 127
382 701 725
915 367 213
550 787 203
654 464 791
281 36 507
820 890 877
879 896 158
33 745 183
384 496 851
705 447 172
298 266 885
460 873 475
821 337 755
340 214 492
840 408 150
846 857 65
813 338 222
457 519 723
929 511 772
102 212 990
172 778 872
282 870 42
328 708 414
124 428 692
567 606 241
11 652 37
354 523 319
351 172 241
175 807 271
611 399 796
650 56 469
632 812 52
724 503 31
777 362 412
725 159 729
177 748 874
156 196 795
247 722 511
413 336 518
502 68 211
826 302 454
504 773 574
211 290 820
268 591 10
625 410 207
488 645 301
459 151 122
299 752 914
208 845 358
595 378 834
572 596 611
661 41 198
21 747 649
758 873 379
866 260 14
675 793 178
684 291 594
912 66 514
273 650 729
701 573 788
369 761 637
28 368 410
772 228 887
412 185 580
53 701 830
537 868 371
223 310 225
478 335 998
239 563 413
505 698 597
473 382 57
28 150 784
745 646 999
82 441 886
880 522 832
231 409 423
909 123 831
304 866 120
376 436 120
688 349 230
608 124 37
