831 2533
413 39 778
733 47 891
408 525 382
828 373 945
112 792 634
558 312 467
583 108 78
568 623 482
660 41 175
714 664 297
579 372 897
766 410 340
243 688 442
16 122 576
810 153 713
278 682 565
142 414 386
775 333 739
207 236 633
702 271 823
757 345 916
633 380 807
204 195 789
114 736 465
756 299 358
7 65 160
407 56 79
454 630 217
172 262 910
283 746 263
659 53 818
823 357 895
474 491 815
184 741 418
624 173 479
244 726 51
94 279 637
407 382 59
197 421 113
245 238 981
451 468 47
30 750 247
651 550 854
565 752 914
795 7 358
88 409 778
208 211 579
160 338 857
616 462 161
399 742 416
558 341 527
70 514 464
429 501 860
550 825 844
585 508 664
232 117 169
396 487 158
496 104 147
343 13 12
241 561 422
637 78 285
478 584 91
443 620 114
804 103 130
526 26 706
748 11 71
434 201 638
180 77 556
690 12 458
64 54 861
183 813 90
439 712 408
712 572 696
652 681 981
553 535 545
19 167 578
342 669 861
263 586 256
236 128 832
432 386 48
431 771 587
564 814 671
75 244 120
374 117 540
716 16 716
336 768 841
15 528 952
465 112 277
745 268 644
297 745 17
609 711 317
236 826 478
396 226 756
830 537 886
606 87 965
188 326 490
217 44 179
365 480 124
150 311 421
481 682 579
641 457 603
710 706 198
633 760 402
711 579 697
250 413 65
803 785 817
572 96 878
295 224 943
61 654 138
547 548 740
276 609 734
392 650 486
159 516 209
209 151 871
32 668 814
468 706 987
452 762 978
503 65 61
632 494 197
318 737 982
490 510 436
656 754 291
559 631 39
33 563 239
141 294 173
485 611 135
218 676 128
466 792 26
626 281 723
410 306 922
384 808 858
783 50 810
654 802 226
731 654 758
62 704 182
454 340 690
343 472 839
389 82 540
324 449 347
480 116 765
652 39 359
374 452 15
596 625 830
445 100 230
591 522 669
175 22 726
15 464 995
167 75 326
645 701 712
471 813 48
480 695 579
500 169 213
542 181 293
253 605 160
358 534 861
491 645 64
282 335 569
204 626 244
769 375 579
380 700 96
298 628 874
398 110 658
108 590 481
650 228 335
761 145 21
340 261 899
629 667 517
686 517 116
57 379 567
413 827 662
46 78 485
157 136 909
750 681 78
809 813 190
364 98 738
301 672 944
537 748 543
764 451 93
202 147 654
15 778 904
529 665 860
739 758 176
510 608 277
789 28 609
559 676 942
478 279 408
29 358 976
640 340 29
369 160 911
214 547 11
250 708 937
87 560 643
712 458 980
612 31 465
750 74 302
368 542 147
358 619 607
100 546 520
67 231 55
77 819 498
378 233 379
227 417 551
778 811 568
332 31 496
778 287 545
55 611 328
270 464 209
756 38 21
609 798 639
183 256 24
307 152 916
208 423 755
154 34 504
241 166 366
818 366 467
110 441 112
610 292 776
541 525 643
467 26 132
408 104 612
529 65 20
473 120 947
276 528 595
141 329 635
469 261 205
265 180 981
736 35 139
515 413 531
181 626 397
661 732 267
309 136 17
523 202 831
208 372 453
259 586 6
474 575 872
505 678 259
654 604 721
196 234 944
439 302 525
509 394 321
435 231 911
137 123 294
506 328 16
23 802 140
505 200 564
688 541 936
146 383 227
404 170 379
129 361 652
636 619 509
415 461 663
497 601 662
591 586 576
451 102 389
466 539 302
243 228 783
131 716 638
141 567 406
648 197 720
362 508 357
27 282 305
109 519 575
366 522 146
201 575 718
444 773 169
707 619 566
676 672 947
621 184 356
630 263 508
278 553 732
336 330 331
687 559 557
623 369 72
201 189 205
4 515 993
220 365 970
58 243 987
387 648 158
312 319 544
248 18 36
638 261 172
124 632 930
70 433 817
277 471 938
663 21 925
176 278 76
446 53 229
616 702 80
420 544 615
167 631 700
818 699 366
567 811 768
266 783 879
190 310 166
637 786 925
354 498 198
686 262 951
26 783 317
8 632 390
721 427 668
661 581 715
460 301 54
489 284 979
563 180 771
429 822 548
693 403 321
674 154 186
697 342 327
182 68 546
704 63 422
232 276 724
230 565 108
21 748 659
140 565 374
229 804 423
107 636 519
188 829 88
806 361 192
103 689 823
80 427 239
375 750 169
50 173 674
343 561 485
819 408 354
224 511 347
656 761 228
468 161 979
744 658 861
302 43 135
448 4 571
178 238 579
119 402 196
612 399 5
765 84 865
257 384 36
252 676 2
440 653 742
354 73 926
778 261 157
476 659 796
811 47 409
30 125 991
122 577 732
281 130 817
685 449 281
280 221 871
360 308 497
430 399 396
547 644 163
639 66 394
781 511 559
421 575 618
256 606 919
428 531 708
468 93 191
103 332 14
231 427 381
533 652 7
311 558 866
176 497 895
310 518 455
523 753 684
504 698 568
68 77 709
790 619 84
349 87 682
85 611 374
808 220 579
401 327 621
458 641 278
375 451 570
706 158 284
375 682 341
633 293 913
502 208 711
571 43 852
519 712 703
287 499 799
584 715 844
108 133 266
519 481 987
828 461 316
523 578 944
49 645 741
598 27 813
121 256 658
272 652 411
538 625 297
347 417 330
92 721 280
795 639 726
44 675 220
391 725 482
625 811 339
117 364 755
225 373 791
447 356 433
831 312 404
691 364 483
634 699 154
801 278 94
726 689 336
639 441 327
146 182 740
235 44 229
50 161 417
690 133 542
30 724 741
817 670 257
290 102 590
336 755 5
195 427 461
633 61 324
207 331 605
654 446 168
462 7 676
8 596 636
221 50 114
10 314 472
117 206 152
286 172 491
50 180 114
131 273 13
502 381 357
38 738 280
354 399 125
675 138 199
153 2 247
517 64 405
514 423 485
545 565 697
743 333 293
470 288 807
307 331 255
604 21 663
592 713 576
162 721 889
657 132 900
135 710 164
243 152 195
424 492 297
307 828 594
516 691 250
639 424 86
592 699 547
621 819 448
400 391 284
763 327 280
576 52 706
38 298 674
344 463 495
421 703 85
320 98 96
453 690 260
435 310 481
784 309 738
10 412 262
227 471 622
331 696 793
128 713 254
24 633 397
600 791 951
333 221 265
561 803 513
354 515 759
447 417 406
304 437 785
555 829 23
366 730 487
58 575 555
689 460 407
51 69 200
747 485 971
551 50 265
666 642 683
477 611 464
540 161 451
729 757 761
420 506 177
360 46 142
410 4 578
300 573 171
776 572 937
510 760 183
669 182 52
815 825 202
565 681 326
89 173 9
514 476 383
574 126 750
733 819 613
361 158 141
255 23 37
253 308 449
23 67 397
578 160 606
333 212 503
471 644 82
201 532 705
657 724 91
268 554 413
607 145 920
396 222 179
721 377 481
139 268 58
211 5 70
719 313 487
640 715 163
414 738 415
439 184 351
266 325 599
160 105 786
303 651 77
277 687 712
192 663 113
732 459 604
306 217 115
257 28 556
595 186 209
526 369 740
90 202 166
291 566 578
266 351 404
400 728 693
466 380 96
223 517 873
494 748 774
667 366 4
542 9 387
42 342 783
343 140 21
563 569 607
583 524 116
445 344 813
695 89 51
279 489 964
331 522 584
458 496 974
283 147 431
493 208 360
802 432 106
258 107 171
799 245 757
478 38 84
440 59 676
643 295 429
528 12 609
556 301 812
16 458 982
579 18 87
418 709 16
414 492 172
587 790 867
567 762 33
639 636 646
364 349 938
363 823 766
552 582 8
541 326 792
247 129 56
732 8 783
496 477 519
68 756 686
347 617 575
709 545 763
326 561 953
65 401 568
768 375 99
96 575 870
100 786 674
769 225 631
181 679 925
494 749 75
231 688 383
732 624 111
756 33 611
9 402 865
175 149 753
48 562 17
448 763 763
116 48 957
388 489 573
122 551 888
538 717 279
207 569 363
813 541 802
464 321 534
243 54 798
87 604 692
684 716 924
587 218 768
725 438 613
171 703 614
688 449 233
180 284 703
18 336 594
762 778 701
323 190 643
741 790 964
19 100 909
47 414 432
95 45 918
740 71 532
547 786 674
137 562 258
711 725 727
368 460 838
62 718 288
783 776 364
250 248 769
202 389 595
57 284 166
584 622 713
725 51 803
97 403 656
349 61 676
741 195 386
294 793 271
257 796 77
231 793 977
26 496 28
107 223 715
66 439 925
227 69 128
170 163 702
56 734 315
75 482 337
199 714 916
536 531 332
232 264 836
53 632 701
252 413 650
446 77 854
238 670 928
93 540 912
51 310 225
648 84 582
806 532 894
755 261 137
549 733 872
779 198 899
1 648 335
45 447 422
483 478 894
165 338 583
414 308 927
8 741 5
259 241 576
764 226 704
710 274 114
690 28 129
176 481 317
144 760 62
695 556 15
714 366 554
536 262 359
621 295 839
716 350 77
809 536 571
600 708 902
208 506 691
677 574 424
713 379 525
706 150 36
307 754 463
25 186 76
60 287 245
827 731 831
394 282 408
430 85 592
363 242 972
736 368 903
431 550 691
354 782 544
388 521 394
260 136 118
323 520 419
754 356 976
644 9 99
26 523 437
103 434 932
238 324 824
563 324 496
446 657 882
727 32 946
745 214 204
220 109 671
418 277 808
492 404 238
561 376 269
120 437 277
767 500 56
559 134 653
435 584 366
675 274 162
420 571 702
344 42 93
743 306 347
378 586 135
12 152 396
623 343 371
302 521 634
521 144 101
576 317 74
151 113 727
419 330 89
749 700 262
480 816 894
617 327 580
658 91 33
161 526 184
175 45 206
324 457 982
284 454 488
374 245 429
193 696 93
332 49 490
446 773 418
498 785 51
799 147 487
823 787 739
182 736 214
444 280 667
287 510 152
432 241 609
2 105 753
100 20 908
211 716 308
406 507 415
218 45 919
708 29 682
264 508 498
531 7 258
82 357 836
721 53 434
387 139 428
2 356 768
817 749 895
404 559 267
318 778 910
745 641 165
339 172 718
101 146 451
535 652 346
756 787 649
29 444 868
263 38 722
801 376 816
577 473 813
453 203 840
768 438 55
539 820 303
711 194 867
690 430 831
375 614 173
646 435 690
741 738 490
263 83 937
22 478 193
276 320 393
180 243 213
808 650 423
732 616 722
567 788 553
377 410 976
157 823 72
743 172 710
243 660 431
157 337 719
769 282 432
683 338 388
234 397 284
792 360 823
230 667 816
329 80 477
296 55 962
521 512 379
486 608 462
693 191 591
828 610 876
93 403 340
336 800 497
151 331 529
743 278 915
472 180 909
173 302 513
492 622 57
474 51 363
616 388 961
813 667 138
574 585 447
628 625 341
159 322 180
130 614 798
201 378 600
91 220 289
241 156 389
689 513 136
731 365 380
780 369 279
233 475 648
667 130 128
798 223 227
390 776 855
96 306 212
802 706 306
158 134 456
240 695 108
80 21 226
671 448 282
162 330 624
7 341 837
387 598 307
250 351 583
235 329 47
70 816 492
481 161 160
672 720 541
226 502 522
148 349 506
586 764 528
629 315 407
258 313 885
765 621 655
151 807 255
119 699 984
359 175 373
618 609 918
247 589 593
50 209 555
514 210 775
123 62 217
469 370 937
99 175 941
132 638 846
517 624 216
678 157 851
687 20 339
98 382 53
22 624 967
585 26 716
397 817 575
38 18 752
664 10 256
244 558 392
106 36 809
797 675 329
43 560 145
40 132 255
689 76 437
149 184 292
520 518 637
276 739 985
96 172 821
373 680 426
803 522 941
568 826 965
592 71 820
268 123 103
388 756 167
654 175 959
445 43 535
365 590 124
116 581 922
7 553 435
682 334 164
543 315 140
691 679 611
269 714 800
686 74 126
185 10 79
686 831 976
25 797 903
339 582 505
569 831 896
478 550 33
37 552 777
466 567 916
617 828 360
271 13 281
686 649 863
821 96 645
173 647 961
810 168 916
652 766 79
281 261 448
356 449 766
163 175 124
718 789 761
723 707 21
420 656 378
142 805 342
537 351 321
446 795 153
816 101 842
20 86 458
270 393 462
788 451 221
235 29 166
792 269 447
728 278 276
469 113 646
26 684 162
599 639 330
299 782 655
249 81 790
804 418 267
663 643 407
633 793 136
165 402 694
475 37 700
280 81 702
632 120 792
623 728 922
165 821 309
680 410 211
734 351 921
68 294 797
637 113 894
183 330 558
101 109 614
707 179 442
38 771 837
229 329 839
18 789 700
549 417 24
804 761 599
446 734 729
207 702 525
379 216 862
653 733 100
772 194 166
822 748 951
202 433 945
70 91 419
165 479 339
792 822 663
496 579 43
128 263 191
91 728 148
216 807 868
349 578 923
637 686 591
616 255 787
488 604 95
74 334 839
100 462 328
638 777 114
612 212 146
643 479 246
670 623 558
409 398 123
718 679 558
550 242 648
348 597 616
717 589 541
293 102 56
693 424 810
384 174 118
485 610 873
80 460 337
222 369 165
181 574 198
417 697 850
438 363 507
499 723 419
175 403 156
488 313 168
143 386 931
544 366 881
472 768 389
194 698 397
252 506 352
511 703 595
553 533 781
218 334 476
532 82 629
684 335 645
420 528 909
426 463 221
336 152 233
389 474 817
66 677 449
435 179 904
386 650 548
734 388 128
225 662 863
789 160 624
571 221 759
340 218 15
486 95 171
66 404 23
179 314 543
342 794 438
114 218 143
407 358 9
160 576 182
789 713 767
400 455 283
96 669 507
793 484 801
90 31 45
408 495 111
807 367 235
538 519 886
456 529 160
580 655 301
682 661 904
344 827 921
67 416 173
93 821 155
611 135 587
340 700 354
772 504 200
297 316 725
14 715 333
78 101 140
538 521 393
279 100 694
724 633 176
504 119 135
228 48 967
565 256 916
436 297 624
364 779 197
737 129 968
689 180 164
14 797 853
196 525 751
129 499 649
407 99 312
753 83 260
594 300 206
828 829 619
798 481 896
303 71 289
77 293 686
181 670 875
477 522 174
734 380 812
323 708 786
595 411 562
552 188 937
302 585 755
548 718 585
410 646 792
125 793 785
651 338 393
176 134 802
497 146 862
488 213 828
476 786 239
672 343 652
338 256 202
230 11 286
166 733 975
124 176 689
106 717 610
251 317 92
140 534 2
450 148 547
150 536 708
394 300 392
294 554 491
585 246 36
377 587 976
440 774 377
80 307 587
59 619 633
758 85 227
141 813 552
705 144 838
40 788 924
98 828 917
464 573 749
827 641 660
273 746 954
571 469 262
539 822 565
814 247 627
532 628 99
816 222 621
101 355 119
753 396 845
486 627 673
209 402 151
427 77 984
551 455 649
46 691 558
625 829 756
782 232 155
533 711 72
401 680 151
718 336 301
431 2 748
478 464 647
25 689 780
674 578 434
187 276 27
352 698 559
419 481 364
613 21 969
71 218 61
408 726 277
436 364 891
642 132 323
296 327 912
257 726 360
147 601 317
359 351 869
73 557 414
26 88 757
467 390 834
307 411 418
457 767 910
471 218 490
7 344 142
116 477 424
395 393 168
302 322 139
831 806 891
399 593 18
479 804 717
246 198 159
570 62 988
648 113 464
37 538 40
679 388 347
237 201 764
532 402 710
157 583 193
136 590 805
596 710 615
402 592 121
176 342 948
16 39 50
194 322 657
73 660 877
247 436 238
697 104 867
486 478 511
520 58 666
371 738 840
310 725 280
221 655 756
429 812 363
8 9 552
704 377 504
410 569 941
108 336 207
714 817 271
751 345 309
353 503 295
406 154 489
322 643 199
99 705 959
364 549 268
381 275 470
223 761 122
89 214 793
22 646 697
766 183 641
23 673 457
821 238 391
212 208 770
420 182 545
102 157 913
230 545 179
121 64 296
329 565 858
599 59 645
821 799 464
402 95 405
685 83 871
25 637 267
464 124 199
489 359 616
290 218 993
493 713 688
174 537 838
589 652 979
192 406 933
447 536 863
425 392 111
821 602 688
780 383 138
307 150 589
309 306 25
734 222 624
528 365 550
131 746 223
714 153 303
159 621 842
30 767 999
781 490 982
528 270 844
496 700 921
234 485 941
780 562 884
787 400 972
127 519 584
478 796 716
579 53 987
237 739 29
347 416 797
412 32 872
270 87 325
610 118 211
523 110 996
637 829 881
69 85 463
686 455 46
576 354 712
638 350 691
320 422 482
366 13 300
529 537 70
802 691 457
304 471 543
27 195 18
306 164 602
192 301 654
304 190 388
321 772 513
387 713 174
216 768 663
352 661 302
658 712 380
95 308 188
139 682 705
510 289 234
14 613 690
84 831 743
598 139 144
47 381 144
82 510 691
774 797 110
375 564 860
66 394 927
822 49 289
789 778 106
676 728 374
93 281 504
115 217 834
544 314 989
539 40 707
460 281 415
27 378 671
666 139 41
167 416 166
723 482 365
144 35 348
630 476 204
133 543 704
86 423 217
425 318 96
659 15 284
783 623 371
63 635 489
241 457 312
783 792 730
755 339 168
690 305 415
590 180 995
730 580 527
464 155 779
105 68 57
754 156 853
670 516 978
800 779 892
547 560 597
777 700 330
793 703 149
131 394 732
398 17 139
355 186 244
783 778 354
34 151 569
323 187 769
345 97 702
313 317 25
317 823 44
605 381 67
634 557 835
546 751 111
494 794 500
202 177 928
581 153 550
208 276 817
788 244 890
757 250 959
322 376 548
325 564 361
503 265 95
800 462 761
114 759 821
808 281 508
119 568 621
11 322 22
729 575 833
407 607 366
776 695 788
28 827 769
701 7 233
429 60 391
501 819 272
607 268 837
544 264 70
363 815 203
706 605 57
32 123 4
515 161 706
80 724 144
378 440 271
170 518 412
759 828 13
668 721 965
819 540 667
614 184 955
3 457 166
562 540 300
51 523 653
194 200 504
189 221 24
64 99 464
120 721 531
534 795 635
212 685 174
660 628 647
341 120 184
345 558 56
377 494 135
604 831 267
824 803 278
811 291 546
225 697 806
271 783 812
596 75 719
796 717 61
113 365 414
479 298 669
325 165 985
559 56 398
115 151 898
476 15 492
674 244 284
151 796 712
28 539 624
441 210 832
525 136 53
535 690 175
206 615 229
143 281 100
755 395 658
229 160 408
447 712 938
91 317 139
422 624 75
799 342 219
269 382 455
738 596 999
535 744 679
427 205 198
493 521 629
501 97 217
482 150 260
827 130 928
316 397 454
793 131 367
75 326 425
115 112 495
422 824 449
569 646 746
65 555 506
551 131 228
671 558 859
690 84 966
729 254 507
279 21 637
248 494 572
401 196 918
6 547 877
244 355 954
382 790 329
784 298 105
41 112 580
353 494 420
521 543 69
658 191 860
793 173 638
583 421 509
179 702 881
171 237 131
259 815 708
358 26 56
448 550 353
295 263 378
694 140 244
311 161 308
577 539 194
339 37 302
727 575 824
200 148 998
411 524 984
640 632 988
367 496 507
213 216 270
103 15 79
162 767 952
608 758 569
336 41 203
679 612 938
363 305 46
811 563 286
122 504 179
716 751 171
727 416 376
487 65 176
225 539 227
305 508 476
151 184 15
31 444 780
89 21 864
304 382 759
496 826 993
237 84 111
705 590 572
799 532 377
485 537 641
502 625 466
829 59 677
449 184 427
168 450 731
188 46 28
179 140 604
424 803 332
113 224 82
408 266 370
681 435 630
782 429 430
184 659 604
646 78 214
108 145 400
826 144 159
798 414 32
605 148 792
512 750 468
301 426 619
509 626 302
285 159 463
562 243 969
137 815 776
138 445 121
255 754 557
768 195 745
182 613 703
620 638 602
627 657 258
211 187 599
669 174 901
469 523 115
723 778 389
681 240 703
341 562 755
302 724 740
400 256 872
119 434 691
680 61 808
75 549 722
516 632 363
483 229 957
625 99 818
209 723 358
43 145 447
395 225 356
489 37 19
566 224 536
72 510 933
562 335 377
635 683 86
400 448 402
731 720 672
319 208 962
777 278 166
326 629 777
318 206 845
816 710 920
489 667 966
699 80 439
239 163 291
642 603 979
83 148 344
277 421 553
294 518 557
456 148 167
730 191 811
43 367 595
605 798 915
501 661 407
53 671 675
649 526 651
458 667 434
400 527 725
540 686 140
371 14 437
403 708 68
756 764 832
262 711 153
410 392 501
488 272 592
813 332 20
805 614 868
597 430 611
145 63 147
604 175 547
535 653 686
667 233 503
322 247 604
679 198 929
827 606 54
593 708 404
56 656 736
507 575 574
562 669 795
565 467 276
288 192 774
607 164 179
383 610 73
709 657 431
724 637 597
5 648 37
75 564 254
727 19 372
821 161 374
677 215 39
724 440 893
512 686 661
719 694 565
327 754 464
55 812 85
485 329 200
709 162 663
165 108 331
736 86 661
517 511 554
439 140 219
336 328 47
227 428 939
396 78 830
354 85 359
11 272 35
199 571 519
739 444 124
741 598 135
783 647 610
105 772 684
266 176 724
123 355 694
41 329 61
139 772 782
740 516 87
819 777 247
271 89 434
716 353 610
34 83 771
825 723 783
295 774 870
801 505 530
105 736 815
477 186 639
738 260 407
719 711 288
189 825 566
228 338 703
306 659 157
481 315 944
410 420 332
152 313 714
327 53 998
672 536 896
465 633 17
358 65 708
404 521 783
211 148 392
402 234 446
79 97 293
456 649 677
211 412 808
714 186 726
763 545 919
619 267 790
222 151 210
501 716 135
698 208 508
436 569 697
144 301 699
291 219 591
181 736 18
579 521 366
577 348 913
565 684 660
561 195 205
475 739 641
74 598 256
154 800 716
811 184 517
813 102 875
333 80 676
423 62 45
52 620 737
411 758 717
216 74 14
152 413 457
232 251 41
312 226 687
413 513 818
17 459 889
25 376 754
566 42 232
583 721 878
437 493 867
35 118 457
241 559 707
639 120 97
776 695 705
684 73 462
403 300 826
585 440 999
18 427 61
776 327 508
367 404 497
123 445 787
48 195 284
758 525 27
783 692 77
76 505 308
508 362 2
650 654 923
39 736 877
354 647 896
29 591 393
792 205 603
727 808 376
716 443 167
213 414 62
479 381 890
144 534 409
407 758 433
7 20 384
159 354 8
35 162 982
11 578 114
616 69 235
114 481 819
576 459 102
587 576 554
765 110 9
320 737 390
753 220 579
32 45 599
796 178 796
210 628 559
142 598 814
147 431 569
271 321 545
273 16 134
414 631 571
234 349 224
719 623 488
20 545 28
667 209 113
687 524 88
363 755 875
361 68 30
718 315 903
436 155 424
280 445 110
498 513 631
59 733 484
293 159 297
305 253 896
235 631 89
379 613 480
127 473 689
414 753 130
263 35 475
792 84 718
247 586 735
740 393 863
57 71 75
296 758 122
304 280 218
437 476 16
686 127 907
18 569 356
754 819 501
617 332 338
281 119 208
379 427 731
544 26 864
383 614 4
177 339 143
467 701 959
629 181 803
437 56 542
500 344 797
388 474 913
416 349 222
631 720 858
275 347 626
455 745 177
72 186 23
515 749 567
19 468 771
762 25 776
179 430 323
420 553 981
6 555 350
394 514 64
218 334 72
723 54 989
522 498 64
194 509 231
307 232 896
320 529 654
132 12 799
59 477 471
446 160 906
45 705 938
31 658 584
542 415 9
649 63 690
510 697 702
622 250 430
699 19 684
7 482 961
105 651 620
681 356 292
13 784 807
39 176 59
28 714 644
334 787 410
679 259 955
528 612 720
27 723 185
137 818 176
107 455 661
281 357 318
793 199 431
521 230 602
805 302 29
501 692 180
326 219 903
103 417 837
219 495 944
600 434 203
288 697 769
507 127 637
770 363 338
787 138 157
419 326 55
120 161 678
45 205 421
605 787 496
806 816 55
292 800 421
215 48 117
238 83 871
313 205 364
601 354 495
178 96 647
309 504 174
770 535 479
447 318 486
76 725 203
338 549 43
816 170 953
548 331 961
817 123 324
466 593 28
773 54 389
219 670 432
110 421 653
473 391 865
555 83 80
687 36 625
77 521 494
752 636 323
273 754 889
656 485 128
183 720 544
462 659 726
794 662 466
514 675 583
576 369 26
389 391 908
820 582 496
390 429 557
363 122 902
85 784 575
134 282 95
132 709 694
730 672 34
362 68 523
625 2 656
16 649 646
500 743 217
522 65 929
479 466 670
290 147 762
213 586 337
50 638 875
214 591 931
491 603 148
275 453 331
535 369 256
477 829 330
522 569 135
117 414 886
168 373 2
47 61 163
525 417 483
245 697 968
57 571 500
57 225 841
644 683 565
228 231 23
320 300 49
605 417 794
386 30 938
560 303 823
175 67 797
521 183 172
113 62 368
290 358 64
247 176 80
528 688 477
575 247 304
779 153 35
593 667 39
355 220 266
117 123 80
89 826 8
176 538 934
224 82 241
99 358 768
375 319 860
789 170 392
770 268 836
730 422 278
137 223 811
658 320 994
412 171 547
420 30 40
125 248 590
376 111 648
468 270 772
123 665 301
670 398 747
732 610 430
280 604 481
466 734 78
515 497 219
551 743 994
303 333 368
118 588 64
539 816 633
161 182 471
706 789 452
439 146 577
213 448 916
138 560 299
819 15 647
660 283 934
824 602 635
648 3 299
645 408 222
630 268 795
466 743 148
705 436 641
392 1 646
831 776 529
100 831 280
155 724 213
312 86 981
261 684 141
460 377 97
165 697 743
133 258 306
482 127 146
266 193 506
603 748 489
424 260 503
826 704 182
768 376 946
804 125 700
27 470 654
751 510 633
58 320 478
74 693 862
100 138 541
134 176 878
386 733 588
7 224 233
13 703 558
121 737 905
255 758 93
811 658 817
188 201 342
516 736 29
460 385 709
286 794 845
184 373 437
101 501 786
729 210 406
395 607 376
672 714 127
449 496 911
137 594 735
407 88 495
447 252 129
220 489 168
94 284 113
665 214 763
432 529 981
204 211 599
38 86 236
290 730 743
771 63 385
78 520 362
14 535 549
213 308 607
176 86 447
419 762 847
496 686 584
207 582 105
727 466 935
613 665 202
690 488 397
561 773 827
16 738 589
553 424 760
53 314 261
758 327 989
185 104 532
204 667 869
351 511 225
559 666 954
678 518 864
39 648 902
512 747 487
763 529 170
359 258 981
730 224 231
822 564 57
343 649 153
255 189 680
454 391 420
45 419 592
10 332 992
416 663 462
771 215 688
486 302 959
234 711 595
277 554 822
379 403 710
551 786 874
535 810 415
513 303 995
278 128 291
229 153 478
580 94 587
591 446 765
288 594 76
501 202 662
51 503 810
10 12 258
78 643 338
339 331 891
708 294 845
549 473 967
55 704 320
403 665 877
385 819 294
699 518 70
148 487 733
512 398 808
694 310 177
423 358 39
3 348 38
155 610 596
605 366 789
355 420 462
6 260 244
572 217 195
402 96 705
302 81 970
296 650 45
812 19 69
826 329 798
297 149 845
189 149 646
650 269 648
143 644 444
691 211 872
202 59 223
368 536 121
433 505 579
375 225 658
216 454 327
153 93 743
755 505 936
116 255 414
779 648 519
136 667 708
109 293 970
465 629 174
596 351 668
768 229 149
672 261 992
390 580 391
697 136 228
668 640 948
354 560 966
436 772 648
788 411 461
328 201 409
635 393 999
743 38 624
764 92 817
195 388 225
422 444 63
34 218 44
800 309 170
701 450 776
371 224 955
810 117 34
49 688 125
140 497 41
384 344 229
72 690 345
51 776 558
661 337 222
723 677 481
484 284 351
21 791 877
341 432 655
135 254 50
83 688 347
659 359 176
446 252 319
390 404 493
387 296 313
392 793 592
690 13 505
761 70 422
267 130 707
497 152 83
791 592 521
257 613 527
224 652 447
408 128 501
554 727 161
422 325 131
597 746 942
408 37 628
594 338 853
197 49 432
700 71 943
786 748 178
527 803 862
529 663 349
670 674 354
290 707 194
384 27 439
532 26 142
290 745 672
120 334 976
772 246 340
262 108 854
719 775 271
207 442 816
163 212 225
509 583 998
737 280 336
412 340 624
423 435 275
434 586 791
346 651 818
315 274 645
390 489 287
675 162 448
481 305 697
402 353 848
550 423 861
141 578 859
13 553 324
87 305 557
366 765 595
690 261 511
26 203 549
591 496 596
230 587 993
555 796 449
405 81 77
438 828 339
688 128 671
647 628 727
161 745 570
505 573 943
318 494 370
491 78 266
778 87 143
734 152 828
783 101 60
78 408 308
562 739 124
826 390 227
640 202 402
27 778 703
656 26 643
418 213 867
778 823 71
388 578 896
74 395 998
687 512 447
340 34 748
