895 892
695 38 409
256 28 -558
615 217 667
256 284 181
747 649 973
873 76 690
734 476 -562
89 130 -970
655 721 -297
84 746 136
353 829 553
715 836 -273
846 347 -551
189 586 203
470 383 -759
169 723 203
724 31 775
472 53 515
12 144 405
345 523 -227
666 431 153
384 480 559
431 464 -30
406 718 78
835 67 468
89 103 -36
661 372 123
240 382 153
460 393 -403
44 180 422
185 665 173
4 318 516
758 501 814
412 695 644
682 371 328
734 322 345
747 604 -727
880 615 -262
790 427 -421
688 484 306
417 277 -547
687 325 -888
477 821 394
858 272 -152
776 264 -874
16 703 94
158 551 731
616 331 -111
696 881 745
154 746 -596
415 427 643
345 132 714
603 651 592
329 867 -263
649 460 186
283 91 -246
198 724 -97
810 580 974
531 258 -25
55 555 441
715 170 -668
116 411 593
747 296 -650
421 477 -624
360 784 -296
804 269 -16
194 711 -661
748 559 -605
191 345 367
403 807 702
527 246 827
303 483 -27
49 703 788
823 5 73
37 732 -497
300 703 -655
207 209 907
724 297 849
520 222 217
454 412 743
657 102 987
271 616 -711
53 599 -276
233 176 444
421 263 877
670 676 -819
567 64 -783
413 156 -272
817 802 109
442 538 -777
190 88 554
174 451 497
714 341 -696
531 280 284
200 848 -988
291 893 -519
659 247 -708
451 37 531
94 337 -715
473 245 198
283 271 -803
499 602 60
370 224 361
516 104 555
671 154 -231
17 487 -49
750 867 -879
472 646 -543
792 310 487
407 383 -623
10 66 -60
793 141 209
697 472 -55
607 446 704
600 634 -846
287 456 197
873 594 272
500 52 968
661 219 933
737 608 875
580 196 -331
673 830 299
302 397 -488
358 125 -213
764 439 -56
555 153 -682
877 247 647
437 718 135
185 707 483
409 85 -666
836 149 385
119 351 562
208 800 -957
718 241 -199
874 869 -578
516 460 828
366 749 -577
144 172 -581
320 472 875
622 398 -725
71 355 -210
439 744 235
164 889 458
471 729 -399
736 699 -358
216 664 -884
221 612 -484
177 401 -613
20 309 217
196 19 945
840 89 6
557 75 -33
447 187 369
464 225 229
732 108 -213
448 759 -733
730 475 -283
183 383 399
409 314 -74
582 687 75
498 378 -443
821 634 -356
596 137 -545
538 564 955
142 300 256
599 536 315
227 243 -537
460 360 -825
113 681 346
735 233 203
733 871 171
329 317 -882
85 163 -71
118 88 -838
103 807 -991
612 782 66
530 195 -946
283 433 261
175 475 -534
659 553 2
366 699 715
254 337 168
375 469 950
93 799 -873
813 359 -758
846 776 253
211 246 -684
488 696 759
895 405 -306
825 147 119
535 561 -619
515 729 952
683 573 -95
470 133 -562
802 549 722
307 113 -526
599 118 221
17 42 -443
532 886 914
494 13 -922
674 776 126
620 179 565
383 553 937
343 18 119
127 576 -460
606 789 -797
762 444 101
867 493 -46
865 457 64
615 817 -632
633 546 -163
57 276 -12
544 129 785
60 613 952
465 90 -41
805 611 941
410 688 385
450 591 -472
649 457 -973
726 771 574
891 462 388
459 359 -380
697 776 -131
675 854 -747
21 731 -79
261 827 298
814 172 -843
93 261 410
220 26 -568
176 700 -70
816 288 871
229 321 -558
29 831 -6
437 499 -272
704 426 976
677 122 25
848 673 544
789 479 627
840 514 -317
592 843 850
786 374 -883
477 294 -761
778 647 -773
659 745 -802
728 237 -612
423 387 58
850 332 64
597 841 119
215 31 -198
442 387 -78
721 141 583
152 94 -890
636 85 -623
344 352 -774
232 25 327
465 562 -484
178 677 548
341 488 966
74 231 381
313 148 -935
181 821 692
54 776 882
729 383 675
507 862 409
799 58 499
485 869 -923
11 111 446
99 695 514
110 299 -995
430 564 -135
784 454 -1
426 35 -480
21 680 -687
699 892 -423
572 512 911
689 351 170
600 390 736
67 504 841
371 373 -949
609 767 -772
555 540 367
447 869 389
470 862 557
555 341 -719
495 855 -640
647 499 -581
892 31 -151
567 347 551
299 303 -550
152 427 -74
754 22 -165
413 537 -122
162 135 -990
760 517 743
487 863 149
682 415 -331
274 639 -606
131 783 781
637 854 -545
415 523 424
733 99 328
694 564 -589
752 672 947
45 569 -254
120 330 960
583 163 -76
244 775 725
456 208 314
316 690 641
394 33 79
16 414 -945
865 700 -960
389 690 -388
185 722 895
603 401 -375
499 120 -158
592 258 -335
411 164 147
113 151 -794
690 248 -585
456 854 43
245 181 781
492 420 -867
67 628 -740
376 63 893
550 503 810
398 712 -396
836 745 358
268 217 724
859 140 227
651 482 -124
633 748 593
893 561 -917
29 584 -693
471 465 696
236 164 421
489 98 153
164 229 -505
147 435 -129
47 30 70
141 307 82
292 691 283
345 201 -504
745 141 869
16 271 -158
716 652 228
158 490 944
394 529 394
302 555 -725
595 210 587
473 20 -727
314 51 482
699 647 233
266 193 -988
839 892 -910
416 234 289
122 238 208
224 301 -86
267 707 -836
161 194 929
326 634 80
212 849 -883
851 798 -114
112 745 398
113 371 548
116 382 710
265 809 239
684 790 -447
281 354 896
375 373 555
411 462 -289
506 416 -1000
796 34 -181
134 846 270
503 201 961
38 333 456
391 323 444
681 219 641
687 479 -248
694 756 -683
83 140 -108
622 66 -138
680 256 943
518 568 758
832 859 828
369 103 663
758 201 -991
260 421 -710
677 577 -397
688 513 704
396 129 986
135 197 35
821 480 109
507 498 48
351 511 -182
557 461 -640
709 297 -938
320 220 933
128 449 -640
468 577 461
46 628 830
202 220 -29
256 640 838
52 851 782
529 686 699
515 158 51
232 1 829
223 405 450
754 214 926
542 271 994
539 37 894
782 51 220
241 688 -869
123 302 846
105 257 519
357 421 543
523 27 -194
217 600 -292
376 559 -408
607 850 -314
404 884 -325
345 338 722
386 208 305
630 590 402
301 494 -319
71 289 -636
359 588 381
502 4 489
544 573 701
578 486 66
182 750 297
279 860 209
532 776 -508
275 586 -681
732 527 246
663 191 744
551 60 -880
796 91 -651
50 852 211
810 7 344
582 40 -530
626 696 -621
276 36 -14
536 163 939
866 792 -647
639 51 313
321 636 -612
754 704 318
737 723 -847
367 364 -811
714 138 -433
180 152 -528
474 7 -382
196 881 -195
203 419 236
482 83 624
496 644 -552
270 442 -184
87 699 483
291 728 -736
492 2 -506
846 848 -282
820 350 -521
621 167 914
26 62 238
620 144 -906
839 157 592
102 822 813
575 504 433
127 647 -529
528 205 156
759 394 -903
325 307 -267
386 683 127
192 372 658
817 690 -577
623 782 -71
613 388 394
481 346 -545
743 279 -803
174 206 813
822 617 354
403 112 233
805 384 -762
468 48 404
459 230 256
368 879 90
165 704 -75
323 726 -472
593 830 443
697 283 1
539 636 -912
808 131 183
884 712 -260
64 359 -558
811 603 -558
108 861 234
267 125 227
57 34 -451
821 40 567
575 24 -533
261 783 115
206 209 113
581 722 687
188 530 -875
576 544 -598
146 655 -539
197 309 51
612 359 -836
65 641 125
64 550 -497
630 871 -612
684 513 523
259 669 -280
838 551 824
545 393 179
266 688 -618
749 383 -70
734 876 448
424 151 949
756 419 -87
445 335 121
700 882 840
730 360 161
312 880 270
776 712 607
561 517 546
271 309 -455
666 608 -408
747 165 -695
872 427 883
96 418 -500
700 731 240
844 645 832
319 116 541
721 869 -860
841 170 808
490 728 371
246 439 361
511 28 -668
343 683 -792
65 453 -353
104 549 148
890 482 -780
714 233 923
65 804 -558
884 497 158
873 726 230
8 805 -435
324 136 875
887 76 538
542 87 -5
4 694 -468
484 157 -902
782 328 -826
285 328 298
855 884 -380
246 432 650
709 148 -957
580 550 169
494 218 -460
363 337 -575
812 470 -12
731 621 -617
138 146 -568
360 478 980
30 224 160
682 539 -697
58 324 -233
232 861 -713
482 77 75
846 549 -167
69 343 218
155 835 602
760 166 271
4 349 -395
294 263 94
784 879 47
541 579 586
339 238 -944
608 523 825
776 636 226
210 50 677
141 737 -744
245 155 -920
727 277 879
374 560 461
292 307 -571
668 586 159
63 563 320
395 699 -255
691 273 696
777 189 465
529 408 -728
138 431 910
412 446 -439
15 557 72
115 688 13
168 174 -714
38 154 541
355 882 -708
344 581 40
151 762 -267
848 486 355
631 616 987
422 767 95
317 600 -4
446 252 941
813 814 -107
350 189 -536
645 11 -936
235 174 -789
497 258 869
247 16 -25
87 421 0
887 888 376
889 460 -549
531 209 -4
347 751 -785
143 237 -696
45 27 -802
37 248 933
524 516 782
791 258 -407
425 317 224
546 789 -101
846 129 -872
219 811 31
31 499 -454
424 147 -602
582 267 423
460 702 736
25 39 763
578 810 768
254 219 398
123 472 -979
341 336 546
56 341 -577
10 168 588
835 433 -544
416 518 987
644 435 555
212 458 511
705 288 -758
230 797 -925
408 188 423
631 385 306
237 395 146
449 411 -9
426 668 943
872 861 732
807 758 -287
746 261 88
702 668 -54
588 477 -610
715 413 -970
806 822 647
678 482 -730
233 821 -627
801 702 -548
458 730 -926
644 630 -256
660 365 423
639 291 -644
152 867 -919
678 535 430
526 748 -934
507 15 -247
763 35 -557
520 98 -23
779 704 39
148 372 633
446 119 460
4 252 231
793 390 -650
194 86 -809
218 522 -411
779 35 -168
888 65 641
268 856 947
777 497 76
685 579 98
607 27 -515
249 346 -65
543 96 138
718 520 988
170 763 934
838 18 4
539 884 493
101 332 -590
706 222 -368
306 51 -152
