19
939 954
721 45 991
617 765 29
891 934 251
277 150 -938
834 711 921
182 354 881
73 309 -291
181 862 -445
700 124 339
153 812 449
434 311 -467
862 541 516
90 482 -901
911 481 803
17 827 -21
409 460 126
888 788 4
769 81 -715
513 31 880
457 242 -261
498 151 858
512 20 -37
708 98 418
337 111 -170
650 898 480
691 153 733
889 900 -578
539 894 -144
374 698 703
400 176 746
916 612 582
190 347 -625
602 782 338
488 403 -192
449 668 263
831 104 -364
424 331 -532
74 682 -709
478 62 537
698 236 -971
279 300 -566
199 932 -354
95 285 293
296 513 -736
629 724 -697
44 840 322
588 858 -723
872 802 526
588 850 411
338 882 176
735 334 -205
311 79 -703
98 641 647
925 337 929
370 868 -507
388 401 -547
32 86 -388
183 751 60
731 664 151
112 609 -83
111 444 -951
422 716 426
516 210 968
655 845 124
310 385 377
223 594 838
83 68 779
700 262 39
645 127 -748
416 675 832
891 901 266
649 275 -484
726 871 810
9 458 -475
47 289 765
537 492 543
85 101 823
432 684 -133
5 703 963
386 391 634
540 560 626
251 244 715
63 112 202
484 929 296
796 681 709
740 667 950
656 235 125
517 61 -881
582 880 683
414 261 -626
697 226 666
302 623 -35
448 74 862
118 147 -448
925 435 934
933 840 641
232 305 -672
798 19 -969
383 719 645
574 902 320
519 649 -36
426 527 226
94 316 -16
60 703 -88
740 37 -265
754 176 504
537 323 211
124 237 -134
769 135 901
56 239 -40
700 429 -316
107 284 249
375 719 -322
849 350 504
737 852 596
842 422 -50
164 449 44
407 617 -27
727 534 -106
305 795 -611
484 300 -217
906 901 -911
200 525 -164
499 568 20
429 196 -384
366 546 -242
222 578 423
286 480 743
454 550 658
170 172 -970
305 293 -1000
548 574 570
195 931 -23
763 559 522
117 428 652
616 586 36
554 254 595
463 653 -262
562 361 707
297 756 -722
691 123 349
172 202 -754
927 623 -661
317 584 -207
252 559 -194
547 31 812
283 645 -122
382 740 -501
284 752 -385
258 293 390
644 346 789
750 592 -210
21 317 -738
722 28 -262
808 672 477
91 76 -755
315 52 -469
92 147 -325
684 327 -288
275 832 51
412 647 -256
116 87 147
327 444 -945
577 50 855
671 617 527
890 258 513
470 164 -44
163 810 -700
652 835 171
590 761 266
661 734 59
421 742 42
630 240 561
681 545 -996
586 266 -353
732 843 -81
684 450 -369
329 275 150
207 241 733
333 363 54
492 254 -910
612 664 772
72 891 -505
710 486 -788
640 688 -761
17 370 754
146 675 393
759 27 117
752 573 -598
768 582 -181
705 87 148
833 425 487
911 297 427
533 251 687
7 635 -882
475 331 99
263 540 505
58 17 -981
745 584 -608
327 702 -273
450 159 -606
605 12 -320
89 897 -703
169 381 168
172 831 -226
611 271 366
433 29 -209
15 488 -605
309 816 454
841 454 -938
216 99 -590
687 96 -536
27 568 -177
253 716 276
512 467 567
638 533 898
616 393 10
453 336 527
516 132 -296
774 384 -726
924 109 490
167 348 422
262 252 170
271 439 -695
451 249 -308
10 666 -951
370 580 -733
257 224 -614
882 253 851
499 692 351
517 895 522
542 568 -32
800 310 947
272 117 646
515 638 -813
291 140 -312
104 421 330
26 198 170
287 697 -153
546 511 -333
397 431 -386
446 902 872
285 798 -387
687 634 698
894 517 194
343 72 320
634 536 852
1 750 138
146 335 181
256 2 -459
828 443 -961
482 25 892
493 763 352
92 49 964
575 522 -879
24 726 83
38 342 415
316 93 379
39 47 -440
764 43 -266
369 807 887
629 126 -638
268 93 977
163 84 -913
335 734 -98
468 96 536
631 520 646
304 930 439
743 266 650
45 376 -683
563 6 -724
563 122 475
207 470 -735
388 292 649
705 456 559
1 785 -421
926 165 -655
902 699 -63
286 557 -540
452 659 -583
60 754 678
192 7 673
255 787 -49
813 199 867
926 138 -587
869 344 471
450 568 -91
885 236 -611
523 693 401
618 627 -811
451 415 -635
188 184 -795
130 707 961
559 504 -1000
279 539 294
98 551 -421
425 444 -145
255 182 -544
72 905 966
398 656 771
479 654 122
292 715 157
492 336 753
81 273 -553
801 110 524
806 851 605
367 838 -208
109 80 -57
736 370 87
686 529 215
663 644 -511
521 128 568
682 734 -282
603 494 30
591 556 904
485 939 -976
832 116 665
255 227 623
150 463 643
911 859 419
640 646 -8
808 145 460
412 886 -934
808 897 646
495 18 -706
83 532 369
463 295 179
454 80 -448
817 112 132
617 883 314
223 297 552
927 759 -597
79 371 -524
52 235 211
560 897 -628
82 752 -785
607 307 -427
881 153 326
650 551 -824
190 652 -829
58 500 953
867 586 -829
238 520 465
454 13 13
561 428 836
896 603 -997
615 616 731
122 583 -644
553 331 920
559 752 -846
400 177 -600
604 881 55
848 761 407
200 876 -190
460 692 434
336 164 -361
319 718 -7
368 667 -616
81 619 737
766 801 -967
243 203 -129
442 465 799
513 143 -61
785 672 -859
315 24 460
278 362 766
765 896 211
228 652 922
271 235 367
607 101 598
570 488 618
481 480 767
596 707 133
832 51 562
226 242 717
561 445 766
192 790 -849
864 439 535
611 363 -745
580 382 -602
131 759 -469
722 509 -348
847 111 67
331 825 724
934 477 671
327 18 617
139 860 -911
478 224 -35
111 820 -662
307 101 -725
444 912 592
812 229 -11
265 396 506
833 877 -960
82 389 -728
372 655 419
791 485 -569
325 60 726
610 646 -325
936 225 552
594 592 610
668 85 -482
375 917 -573
371 465 -243
38 879 -16
511 255 -8
38 133 -266
505 538 341
903 991
260 561 -842
158 70 186
668 902 -23
839 689 764
510 12 -461
309 103 -461
785 193 961
280 73 167
850 786 -954
499 901 -66
405 847 -45
177 454 119
780 259 71
480 711 478
317 298 657
749 461 -281
319 70 601
161 453 -257
616 630 -396
163 347 480
455 440 -77
45 545 737
295 565 -876
44 521 -715
248 672 592
72 705 -755
442 288 -431
557 696 -577
159 635 -54
880 111 -558
223 641 -176
587 314 -557
636 337 -697
516 645 806
800 795 650
15 294 297
520 684 -581
607 766 771
680 318 -777
283 769 550
231 494 -534
375 248 -494
356 300 892
212 721 246
696 21 97
635 560 546
42 41 975
661 726 -808
218 841 -104
856 188 24
755 549 -982
457 632 -227
669 381 351
303 448 -498
567 449 947
206 654 -506
756 48 -694
628 495 -518
805 273 -446
30 879 -688
256 776 -260
210 858 249
11 719 -500
595 192 808
385 293 -170
283 17 -831
635 449 402
850 185 -666
895 73 702
95 47 202
606 444 -686
854 754 118
376 691 -369
388 18 -719
267 593 -571
836 399 4
83 332 -810
313 8 219
67 304 776
5 260 -572
861 223 -862
504 622 -599
554 90 912
480 879 -573
12 675 109
798 177 -445
365 671 -500
409 419 -71
138 10 -309
450 664 -802
454 866 -562
311 472 147
323 267 519
155 730 894
814 9 235
273 6 70
829 473 452
671 4 600
181 739 951
312 86 -723
496 846 -11
227 869 -973
649 413 98
644 357 149
146 695 -63
460 343 146
519 843 -301
305 448 514
198 193 -203
569 357 -25
291 311 425
380 341 -599
559 750 -723
551 372 -416
767 24 -95
444 220 -26
899 468 970
261 809 -415
485 82 -507
116 610 778
522 571 -857
608 478 279
356 894 -647
656 44 -275
268 716 -469
213 407 789
293 85 649
479 702 725
137 608 839
451 681 -169
248 168 912
316 515 -949
504 218 453
629 452 593
228 177 -498
512 199 246
555 94 774
238 866 -117
662 735 319
456 586 -485
760 370 150
726 352 887
400 290 -308
271 787 -138
477 331 89
867 193 958
213 770 507
774 345 -172
5 821 524
117 539 576
197 42 -804
514 634 -931
644 538 -623
595 373 192
389 757 793
617 895 830
378 176 663
625 753 -199
451 839 754
296 718 -711
817 688 706
510 496 499
801 775 -574
359 736 171
192 79 367
854 739 982
645 557 -107
883 326 421
326 638 919
474 13 72
380 880 459
377 205 -982
1 205 -965
404 755 135
368 883 -16
120 366 870
186 294 137
595 324 -279
18 729 956
267 412 543
11 391 -643
514 214 -376
471 381 161
182 206 223
631 813 -116
61 207 -186
891 537 448
575 878 615
371 378 -626
301 815 740
247 388 -911
903 342 946
133 122 -78
629 263 947
446 143 671
495 378 -369
269 711 -564
93 505 852
886 730 -972
349 848 30
38 495 117
607 805 413
83 551 438
647 346 873
298 423 36
580 213 -245
128 883 -456
612 201 581
556 5 424
396 251 -159
179 334 283
264 466 -883
176 717 247
686 639 102
902 812 -924
643 500 652
505 205 -933
855 794 59
216 389 960
806 55 -407
654 29 638
115 85 -476
509 224 317
464 496 -239
721 818 494
114 581 -406
40 109 -950
739 402 393
567 580 -815
850 559 16
259 709 931
556 305 256
99 752 -221
848 507 -584
137 744 -987
708 762 -261
731 418 -889
35 63 73
49 840 520
827 82 -428
494 160 -60
165 579 -942
888 95 -175
165 43 -739
795 46 262
526 158 -465
846 109 940
568 378 -640
339 376 -472
855 288 -933
381 805 -603
249 866 718
152 547 -835
872 400 -439
547 264 963
645 558 -566
349 362 870
6 192 -807
839 774 -947
577 761 955
756 353 -247
317 692 -683
23 631 -160
208 391 -332
854 853 -914
258 413 213
433 21 819
664 565 -235
309 169 -891
17 168 187
418 30 -333
872 448 385
200 140 -686
898 839 450
748 212 -155
798 490 551
467 391 201
386 277 837
1 895 305
307 784 -100
197 607 -570
627 361 -568
392 826 20
369 843 891
391 819 940
682 700 -754
528 211 -332
146 692 -196
565 571 -358
103 824 670
431 727 -900
333 688 889
468 140 -343
316 727 555
837 14 -847
464 341 -122
605 36 133
604 794 -287
354 323 430
757 76 -262
519 664 -157
892 825 138
818 479 437
643 189 -35
16 664 -421
221 866 599
672 442 707
852 371 -385
197 219 651
684 816 -498
587 257 957
159 631 188
250 161 -397
768 868 -472
875 457 629
330 670 662
273 466 -64
848 259 -62
632 780 798
491 613 -695
222 616 982
431 596 670
793 64 904
423 541 448
353 597 955
802 14 384
708 737 39
26 276 -565
189 643 -133
557 524 -523
382 581 -157
216 115 305
21 771 -455
320 902 195
57 617 118
635 647 320
37 106 -274
111 813 382
609 229 445
761 228 -974
875 155 -874
398 577 -59
725 692 -724
11 436 -888
610 812 -32
330 290 -563
202 774 519
642 598 908
420 11 659
340 308 -844
114 415 18
346 550 584
814 307 795
358 169 443
652 752 -991
402 539 -187
121 720 -950
857 314 855
898 740 -599
108 91 -630
785 336 -685
485 825 -422
116 422 -620
700 413 -424
238 86 859
688 829 256
610 254 669
311 527 -248
860 634 -496
230 67 -636
385 170 906
860 16 -38
220 101 430
159 321 -765
895 572 -477
11 564 558
131 506 781
200 442 -173
792 254 -698
311 180 -719
811 804 461
701 318 -203
639 831 116
294 583 677
178 337 -999
117 198 917
611 726 471
248 176 -107
153 527 576
862 417 228
608 750 680
190 148 -450
757 307 -223
465 521 -808
620 240 939
873 703 -292
273 610 -202
875 853 -503
294 678 -659
821 868 -6
41 212 706
523 108 973
269 441 309
663 81 -319
177 315 -361
795 429 892
868 143 -369
716 846 579
560 723 -931
221 523 -883
145 372 71
81 426 433
362 685 -958
374 636 53
531 242 -743
899 39 -693
163 183 112
153 562 316
367 542 779
480 51 -180
153 901 -802
418 764 856
74 696 845
854 118 529
843 447 -892
67 49 615
648 623 -477
135 412 -405
237 95 -195
53 735 -793
888 332 693
391 291 894
703 254 -428
260 398 655
222 705 319
15 405 -579
488 126 -673
144 291 -715
762 744 136
348 752 640
809 803 338
515 745 -317
548 236 572
887 202 -671
183 867 695
725 561 29
789 793 715
815 721 936
266 886 310
408 593 -464
226 144 -190
411 123 -478
268 691 292
4 514 675
314 776 917
57 690 924
425 898 -989
650 333 -733
52 414 -308
259 263 22
81 31 382
897 528 -734
660 811 -107
568 259 -823
508 566 398
570 98 -577
201 689 956
630 58 -677
639 536 305
622 881 -316
466 94 71
835 320 910
271 588 -629
798 263 -629
623 844 -63
31 291 450
824 591 -864
458 498 -688
111 234 883
519 487 756
671 710 -528
631 722 519
654 800 -879
719 621 377
66 159 -91
545 210 -37
440 394 595
604 540 -783
56 99 61
292 56 -819
432 884 -826
43 66 -632
572 728 -464
485 263 -927
432 137 675
656 737 -583
47 420 376
254 297 821
711 322 643
254 772 -920
289 396 -703
899 153 760
629 826 170
594 209 640
562 226 290
346 629 -360
659 45 -566
237 730 924
620 392 -96
831 865 -907
689 708 394
609 21 407
141 524 286
101 293 146
617 505 215
831 146 25
539 684 959
632 655 -274
272 591 -712
698 157 159
166 504 -451
79 19 -799
221 541 250
657 805 -289
898 234 -902
480 22 301
224 203 885
767 133 -175
67 480 -551
810 6 -925
401 225 -504
196 730 31
371 42 771
283 648 -361
439 635 336
839 815 621
199 158 -371
367 618 115
568 338 -516
433 611 -427
557 345 252
800 12 -700
87 186 -536
485 766 -724
470 504 -803
490 342 334
632 506 939
346 37 724
501 707 -178
463 391 378
805 217 4
815 445 759
649 890 767
332 26 137
382 848 221
255 460 -517
817 772 -285
50 185 71
276 111 -528
654 647 -973
378 350 340
425 230 270
417 40 170
332 632 316
403 350 -955
557 738 968
50 229 376
526 806 -221
863 411 -974
410 193 -70
701 38 -862
25 622 -115
583 451 562
602 676 529
599 487 -830
250 211 -851
620 822 -452
496 622 -721
830 421 -280
18 330 -517
380 178 -574
279 602 -110
863 540 257
104 121 763
859 279 -118
788 259 -777
46 126 241
197 550 -493
248 327 0
81 255 840
58 663 -311
111 295 -175
474 188 254
359 532 810
23 271 -492
785 68 338
478 761 955
238 383 -791
637 182 327
616 552 -643
649 881 -411
848 253 415
497 460 500
811 146 492
311 642 64
757 896 506
721 135 -888
778 187 -474
319 54 500
856 483 -134
224 46 -938
103 305 393
730 300 -477
611 159 -675
109 728 -767
728 236 885
392 45 617
850 98 -905
711 466 815
178 106 -862
292 376 931
60 334 -521
334 676 -809
270 509 -816
532 458 716
374 288 497
184 564 -356
204 251 -608
46 51 -307
215 659 -759
486 333 -384
54 516 -397
215 52 -819
727 758 -76
345 180 -354
459 581 -828
199 1 875
282 305 -621
629 148 548
547 502 239
747 295 152
76 277 -428
487 307 -98
220 787 -897
895 196 -819
778 585 842
218 895 501
830 895 -18
405 704 511
128 12 -746
581 447 760
542 160 -857
733 137 -312
236 59 -829
542 571 -811
503 299 236
10 554 -143
486 268 -75
661 621 893
733 596 199
720 510 -801
604 411 -545
8 758 233
691 747 499
250 742 311
670 711 543
98 604 519
275 798 691
170 532 -294
272 820 -71
230 16 480
648 275 286
392 693 -102
498 537 917
11 549 637
402 885 791
386 336 535
67 178 -297
242 269 913
122 567 -182
404 315 168
644 405 612
442 423 722
602 319 497
399 167 844
55 354 583
641 711 673
254 617 -907
128 193 539
797 515 255
386 437 120
713 656 728
200 896 -385
797 310 207
426 492 -889
477 429 -940
520 247 380
372 810 700
897 647 643
835 830 70
474 444 -425
527 642 236
775 116 201
432 613 922
455 825 638
592 256 -125
273 25 -788
260 639 328
607 256 525
463 126 985
452 741 -726
58 180 -697
25 192 186
860 883 -91
536 2 616
832 349 -620
715 721 296
669 710 -474
764 747 106
537 716 338
389 375 492
807 374 -373
578 158 -425
803 556 -582
380 469 122
709 380 979
415 834 -509
821 607 308
158 752 -689
336 131 270
44 450 -634
396 833 -306
298 826 418
425 210 -544
599 641 162
660 16 -35
484 558 778
538 859 765
650 638 767
282 681 289
606 513 84
52 368 -786
346 336 -191
461 424 498
689 665 -100
556 191 -356
513 183 302
661 349 888
307 778 -496
352 68 -652
427 183 635
596 525 901
787 242 822
865 821 -986
284 613 -710
739 565 362
8 828 235
835 516 -541
200 730 -537
352 756 943
644 830 -832
565 658 -34
844 518 786
296 315 655
459 644 880
586 244 930
506 16 751
615 282 -297
146 208 754
840 471 -676
437 150 299
86 485 -4
741 279 -355
855 433 -512
890 714 360
234 157 -636
769 437 -31
232 607 765
217 442 210
166 784 159
792 293 -644
93 865 11
469 753 37
483 547 -763
509 175 762
140 42 383
642 500 999
493 136 928
304 679 -892
97 95 -789
31 616 -537
285 64 924
175 619 -230
453 101 -200
834 697 -964
208 484 -934
633 837 573
222 684 306
246 720 351
82 871 -411
841 689 785
461 737 44
703 176 978
39 171 348
214 598 -427
734 191 -186
74 843 -717
684 350 469
70 740 525
412 817 91
455 384 546
550 771 461
61 674 815
546 888 548
389 886 104
194 71 -234
446 673 566
290 125 -256
304 707 13
333 36 244
338 114 -232
737 64 -132
216 865 728
704 489 -817
494 320 -665
605 627 79
52 662 -589
710 359 -506
775 232 836
529 178 -791
878 361 669
809 403 -631
422 148 -266
629 153 -346
721 104 -37
26 611 -828
881 135 -892
427 40 872
106 203 -877
57 479 -666
245 117 -91
362 752 -56
567 90 -996
55 644 -680
38 826 792
22 871 -334
761 163 -272
549 47 -492
814 577 -8
233 626 -811
635 789 -119
684 184 3
701 232 611
72 597 440
9 134 -587
644 34 954
717 749 23
455 658 19
874 446 581
436 230 -161
184 556 62
455 672 -723
166 61 -393
803 723 990
671 561 11
231 292 -932
12 508 986
93 869 -198
875 677 550
26 28 973
544 747 914
272 632 -941
20 727 -596
344 233 417
411 174 358
378 329 -437
101 390 -541
771 51 139
139 738 -869
359 615 -938
597 241 -600
431 527 -312
662 442 927
560 323 -611
691 178 -102
800 575 -302
22 865 -328
677 902 69
630 53 478
381 5 22
666 45 -156
12 718 852
3 397 -93
55 312 370
331 78 -355
163 843 -453
650 755 334
22 712 -111
597 198 789
222 446 548
94 553 683
121 68 -169
167 314 966
217 195 -208
836 710 685
767 889 929
618 572 -273
266 404 -903
303 576 624
804 256 746
502 424 -33
835 873 -44
403 861 -479
10 565 -23
663 895 458
238 693 932
244 863 152
398 363 -449
482 479 -116
158 675 707
606 335 374
190 453 279
841 413 725
837 578 -174
102 865 -719
367 280 -276
29 200 568
759 418 -933
21 801 -698
381 41 180
208 416 415
651 257 -95
495 567 924
166 241 -431
494 794 -71
345 67 890
260 279 -34
290 35 -442
334 412 -59
486 195 535
335 823 -357
734 400 291
633 139 -969
47 752 -589
4 256 -282
307 151 -433
4 871 666
852 64 398
77 628 488
235 846 905
212 888 -971
582 341 -117
307 314 -378
454 449 617
452 379 -8
767 244 536
378 396 922
554 62 -374
54 880 955
417 546 -872
201 33 452
313 328 955
98 95 -506
547 737 -638
433 300 -520
770 777 995
104 341 -168
48 435 512
248 357 162
211 802 -563
432 460 -825
733 413 -774
641 616 -584
270 315 -916
166 617 30
337 870 -211
574 769 314
617 354 -885
422 854 -329
603 243 -839
348 50 183
291 609 -42
316 428 53
225 641 454
719 383 379
50 806 -887
487 505 57
807 90 182
186 125 -110
838 628 -910
662 710 -835
923 869
657 776 -165
281 824 122
90 36 -675
565 655 -531
542 39 -395
564 752 252
148 693 781
508 652 619
571 551 84
804 191 -275
747 97 -912
289 679 692
492 178 421
892 273 -15
366 873 113
831 728 -564
747 159 -582
94 600 -729
324 690 -519
263 758 -501
338 236 -695
442 326 -720
464 85 679
387 738 -779
265 780 -437
324 569 -625
235 168 -854
760 846 5
334 575 -957
651 188 -288
161 839 -967
493 816 281
582 413 986
567 224 550
509 199 453
232 841 -662
902 137 360
726 36 992
363 476 -832
37 239 -398
172 274 -444
859 894 -433
539 701 -142
884 914 -83
186 705 149
375 522 320
801 588 -620
222 785 -366
155 195 -822
512 572 -375
215 767 -114
241 620 498
697 763 -980
281 390 196
686 390 265
734 385 -621
353 160 -603
619 628 -719
411 91 -795
643 543 400
358 749 953
461 557 449
364 855 415
361 54 1000
837 333 506
768 587 888
589 816 639
118 490 516
406 827 -825
826 85 696
475 783 -889
802 549 333
662 902 885
178 226 703
189 528 -897
558 733 -650
835 590 821
754 921 260
12 740 -340
704 893 -835
534 47 552
572 15 -920
299 460 -974
720 348 -856
899 357 529
244 688 -186
824 223 324
43 507 -628
597 467 215
367 30 -685
752 218 33
803 648 111
555 800 -138
231 301 180
328 729 340
87 79 171
760 476 -99
800 582 -278
100 491 132
770 404 596
140 257 757
773 24 875
281 346 924
785 474 -547
284 699 381
721 482 59
254 94 788
248 382 939
501 761 528
97 731 -963
252 575 -517
142 866 -920
3 415 593
452 701 -857
677 631 665
886 113 209
555 372 -178
1 369 0
260 787 -255
237 365 239
289 511 582
665 620 973
294 891 -2
381 128 721
170 293 524
779 724 584
24 906 96
358 307 831
327 285 625
57 761 860
26 538 -52
699 317 480
134 339 -894
443 465 790
605 423 383
667 774 -763
193 125 -846
469 651 798
332 862 -516
217 577 -677
756 377 84
154 309 575
789 363 345
63 645 88
464 381 362
917 863 658
681 768 -789
760 705 -749
653 196 -889
435 859 -160
629 795 645
393 910 3
532 704 131
304 113 998
178 379 151
287 187 693
833 513 -880
412 782 -490
144 223 19
92 133 -565
817 44 -532
550 575 -468
135 342 146
889 743 423
326 19 -390
90 351 689
537 449 -650
811 504 176
343 535 -219
6 751 45
512 305 -295
142 617 -974
793 643 601
45 218 879
599 82 -36
734 416 -101
807 96 332
379 524 199
495 141 -783
280 596 151
151 250 13
778 548 -157
813 439 -542
415 533 67
284 918 -598
663 763 575
407 357 -979
76 69 -77
719 333 -27
599 166 -403
363 213 -829
887 718 -931
248 497 -250
792 164 248
603 232 -183
664 253 491
827 551 355
547 198 138
111 690 119
756 350 -159
631 119 938
801 246 -415
511 332 -553
673 465 -846
102 290 -848
787 894 826
